Périmètre;Nature;Date;Heures;Consommation;;;;;;
Bordeaux;Données temps réel;08/01/2024;11:15;965;;;;;;
Bordeaux;Données temps réel;08/01/2024;11:30;962;;;;;;
Bordeaux;Données temps réel;08/01/2024;11:45;974;;;;;;
Bordeaux;Données temps réel;08/01/2024;12:00;987;;;;;;
Bordeaux;Données temps réel;08/01/2024;12:15;990;;;;;;
Bordeaux;Données temps réel;08/01/2024;12:30;999;;;;;;
Bordeaux;Données temps réel;08/01/2024;12:45;993;;;;;;
Bordeaux;Données temps réel;08/01/2024;13:00;981;;;;;;
Bordeaux;Données temps réel;08/01/2024;13:15;985;;;;;;
Bordeaux;Données temps réel;08/01/2024;13:30;979;;;;;;
Bordeaux;Données temps réel;08/01/2024;13:45;978;;;;;;
Bordeaux;Données temps réel;08/01/2024;14:00;965;;;;;;
Bordeaux;Données temps réel;08/01/2024;14:15;950;;;;;;
Bordeaux;Données temps réel;08/01/2024;14:30;951;;;;;;
Bordeaux;Données temps réel;08/01/2024;14:45;951;;;;;;
Bordeaux;Données temps réel;08/01/2024;15:00;946;;;;;;
Bordeaux;Données temps réel;08/01/2024;15:15;951;;;;;;
Bordeaux;Données temps réel;08/01/2024;15:30;937;;;;;;
Bordeaux;Données temps réel;08/01/2024;15:45;932;;;;;;
Bordeaux;Données temps réel;08/01/2024;16:00;932;;;;;;
Bordeaux;Données temps réel;08/01/2024;16:15;920;;;;;;
Bordeaux;Données temps réel;08/01/2024;16:30;930;;;;;;
Bordeaux;Données temps réel;08/01/2024;16:45;927;;;;;;
Bordeaux;Données temps réel;08/01/2024;17:00;932;;;;;;
Bordeaux;Données temps réel;08/01/2024;17:15;943;;;;;;
Bordeaux;Données temps réel;08/01/2024;17:30;943;;;;;;
Bordeaux;Données temps réel;08/01/2024;17:45;969;;;;;;
Bordeaux;Données temps réel;08/01/2024;18:00;986;;;;;;
Bordeaux;Données temps réel;08/01/2024;18:15;997;;;;;;
Bordeaux;Données temps réel;08/01/2024;18:30;1006;;;;;;
Bordeaux;Données temps réel;08/01/2024;18:45;1025;;;;;;
Bordeaux;Données temps réel;08/01/2024;19:00;1046;;;;;;
Bordeaux;Données temps réel;08/01/2024;19:15;1038;;;;;;
Bordeaux;Données temps réel;08/01/2024;19:30;1033;;;;;;
Bordeaux;Données temps réel;08/01/2024;19:45;1028;;;;;;
Bordeaux;Données temps réel;08/01/2024;20:00;1010;;;;;;
Bordeaux;Données temps réel;08/01/2024;20:15;999;;;;;;
Bordeaux;Données temps réel;08/01/2024;20:30;984;;;;;;
Bordeaux;Données temps réel;08/01/2024;20:45;986;;;;;;
Bordeaux;Données temps réel;08/01/2024;21:00;947;;;;;;
Bordeaux;Données temps réel;08/01/2024;21:15;938;;;;;;
Bordeaux;Données temps réel;08/01/2024;21:30;921;;;;;;
Bordeaux;Données temps réel;08/01/2024;21:45;917;;;;;;
Bordeaux;Données temps réel;08/01/2024;22:00;889;;;;;;
Bordeaux;Données temps réel;08/01/2024;22:15;895;;;;;;
Bordeaux;Données temps réel;08/01/2024;22:30;910;;;;;;
Bordeaux;Données temps réel;08/01/2024;22:45;943;;;;;;
Bordeaux;Données temps réel;08/01/2024;23:00;922;;;;;;
Bordeaux;Données temps réel;08/01/2024;23:15;896;;;;;;
Bordeaux;Données temps réel;08/01/2024;23:30;879;;;;;;
Bordeaux;Données temps réel;08/01/2024;23:45;867;;;;;;
Bordeaux;Données temps réel;09/01/2024;00:00;856;;;;;;
Bordeaux;Données temps réel;09/01/2024;00:15;861;;;;;;
Bordeaux;Données temps réel;09/01/2024;00:30;832;;;;;;
Bordeaux;Données temps réel;09/01/2024;00:45;824;;;;;;
Bordeaux;Données temps réel;09/01/2024;01:00;821;;;;;;
Bordeaux;Données temps réel;09/01/2024;01:15;849;;;;;;
Bordeaux;Données temps réel;09/01/2024;01:30;851;;;;;;
Bordeaux;Données temps réel;09/01/2024;01:45;831;;;;;;
Bordeaux;Données temps réel;09/01/2024;02:00;842;;;;;;
Bordeaux;Données temps réel;09/01/2024;02:15;862;;;;;;
Bordeaux;Données temps réel;09/01/2024;02:30;854;;;;;;
Bordeaux;Données temps réel;09/01/2024;02:45;843;;;;;;
Bordeaux;Données temps réel;09/01/2024;03:00;836;;;;;;
Bordeaux;Données temps réel;09/01/2024;03:15;833;;;;;;
Bordeaux;Données temps réel;09/01/2024;03:30;824;;;;;;
Bordeaux;Données temps réel;09/01/2024;03:45;829;;;;;;
Bordeaux;Données temps réel;09/01/2024;04:00;828;;;;;;
Bordeaux;Données temps réel;09/01/2024;04:15;826;;;;;;
Bordeaux;Données temps réel;09/01/2024;04:30;819;;;;;;
Bordeaux;Données temps réel;09/01/2024;04:45;830;;;;;;
Bordeaux;Données temps réel;09/01/2024;05:00;829;;;;;;
Bordeaux;Données temps réel;09/01/2024;05:15;856;;;;;;
Bordeaux;Données temps réel;09/01/2024;05:30;852;;;;;;
Bordeaux;Données temps réel;09/01/2024;05:45;873;;;;;;
Bordeaux;Données temps réel;09/01/2024;06:00;899;;;;;;
Bordeaux;Données temps réel;09/01/2024;06:15;927;;;;;;
Bordeaux;Données temps réel;09/01/2024;06:30;944;;;;;;
Bordeaux;Données temps réel;09/01/2024;06:45;977;;;;;;
Bordeaux;Données temps réel;09/01/2024;07:00;992;;;;;;
Bordeaux;Données temps réel;09/01/2024;07:15;1024;;;;;;
Bordeaux;Données temps réel;09/01/2024;07:30;1053;;;;;;
Bordeaux;Données temps réel;09/01/2024;07:45;1083;;;;;;
Bordeaux;Données temps réel;09/01/2024;08:00;1090;;;;;;
Bordeaux;Données temps réel;09/01/2024;08:15;1082;;;;;;
Bordeaux;Données temps réel;09/01/2024;08:30;1093;;;;;;
Bordeaux;Données temps réel;09/01/2024;08:45;1089;;;;;;
Bordeaux;Données temps réel;09/01/2024;09:00;1100;;;;;;
Bordeaux;Données temps réel;09/01/2024;09:15;1096;;;;;;
Bordeaux;Données temps réel;09/01/2024;09:30;1109;;;;;;
Bordeaux;Données temps réel;09/01/2024;09:45;1107;;;;;;
Bordeaux;Données temps réel;09/01/2024;10:00;1102;;;;;;
Bordeaux;Données temps réel;09/01/2024;10:15;1091;;;;;;
Bordeaux;Données temps réel;09/01/2024;10:30;1080;;;;;;
Bordeaux;Données temps réel;09/01/2024;10:45;1058;;;;;;
Bordeaux;Données temps réel;09/01/2024;11:00;1062;;;;;;
Bordeaux;Données temps réel;09/01/2024;11:15;1034;;;;;;
Bordeaux;Données temps réel;09/01/2024;11:30;1046;;;;;;
Bordeaux;Données temps réel;09/01/2024;11:45;1022;;;;;;
Bordeaux;Données temps réel;09/01/2024;12:00;1023;;;;;;
Bordeaux;Données temps réel;09/01/2024;12:15;1024;;;;;;
Bordeaux;Données temps réel;09/01/2024;12:30;1014;;;;;;
Bordeaux;Données temps réel;09/01/2024;12:45;997;;;;;;
Bordeaux;Données temps réel;09/01/2024;13:00;991;;;;;;
Bordeaux;Données temps réel;09/01/2024;13:15;975;;;;;;
Bordeaux;Données temps réel;09/01/2024;13:30;952;;;;;;
Bordeaux;Données temps réel;09/01/2024;13:45;962;;;;;;
Bordeaux;Données temps réel;09/01/2024;14:00;954;;;;;;
Bordeaux;Données temps réel;09/01/2024;14:15;954;;;;;;
Bordeaux;Données temps réel;09/01/2024;14:30;946;;;;;;
Bordeaux;Données temps réel;09/01/2024;14:45;938;;;;;;
Bordeaux;Données temps réel;09/01/2024;15:00;934;;;;;;
Bordeaux;Données temps réel;09/01/2024;15:15;940;;;;;;
Bordeaux;Données temps réel;09/01/2024;15:30;929;;;;;;
Bordeaux;Données temps réel;09/01/2024;15:45;921;;;;;;
Bordeaux;Données temps réel;09/01/2024;16:00;925;;;;;;
Bordeaux;Données temps réel;09/01/2024;16:15;930;;;;;;
Bordeaux;Données temps réel;09/01/2024;16:30;920;;;;;;
Bordeaux;Données temps réel;09/01/2024;16:45;928;;;;;;
Bordeaux;Données temps réel;09/01/2024;17:00;942;;;;;;
Bordeaux;Données temps réel;09/01/2024;17:15;956;;;;;;
Bordeaux;Données temps réel;09/01/2024;17:30;962;;;;;;
Bordeaux;Données temps réel;09/01/2024;17:45;998;;;;;;
Bordeaux;Données temps réel;09/01/2024;18:00;1019;;;;;;
Bordeaux;Données temps réel;09/01/2024;18:15;1037;;;;;;
Bordeaux;Données temps réel;09/01/2024;18:30;1056;;;;;;
Bordeaux;Données temps réel;09/01/2024;18:45;1072;;;;;;
Bordeaux;Données temps réel;09/01/2024;19:00;1091;;;;;;
Bordeaux;Données temps réel;09/01/2024;19:15;1090;;;;;;
Bordeaux;Données temps réel;09/01/2024;19:30;1087;;;;;;
Bordeaux;Données temps réel;09/01/2024;19:45;1084;;;;;;
Bordeaux;Données temps réel;09/01/2024;20:00;1069;;;;;;
Bordeaux;Données temps réel;09/01/2024;20:15;1057;;;;;;
Bordeaux;Données temps réel;09/01/2024;20:30;1037;;;;;;
Bordeaux;Données temps réel;09/01/2024;20:45;1027;;;;;;
Bordeaux;Données temps réel;09/01/2024;21:00;1002;;;;;;
Bordeaux;Données temps réel;09/01/2024;21:15;1002;;;;;;
Bordeaux;Données temps réel;09/01/2024;21:30;972;;;;;;
Bordeaux;Données temps réel;09/01/2024;21:45;968;;;;;;
Bordeaux;Données temps réel;09/01/2024;22:00;957;;;;;;
Bordeaux;Données temps réel;09/01/2024;22:15;960;;;;;;
Bordeaux;Données temps réel;09/01/2024;22:30;961;;;;;;
Bordeaux;Données temps réel;09/01/2024;22:45;997;;;;;;
Bordeaux;Données temps réel;09/01/2024;23:00;977;;;;;;
Bordeaux;Données temps réel;09/01/2024;23:15;942;;;;;;
Bordeaux;Données temps réel;09/01/2024;23:30;934;;;;;;
Bordeaux;Données temps réel;09/01/2024;23:45;914;;;;;;
Bordeaux;Données temps réel;10/01/2024;00:00;898;;;;;;
Bordeaux;Données temps réel;10/01/2024;00:15;914;;;;;;
Bordeaux;Données temps réel;10/01/2024;00:30;897;;;;;;
Bordeaux;Données temps réel;10/01/2024;00:45;872;;;;;;
Bordeaux;Données temps réel;10/01/2024;01:00;871;;;;;;
Bordeaux;Données temps réel;10/01/2024;01:15;892;;;;;;
Bordeaux;Données temps réel;10/01/2024;01:30;878;;;;;;
Bordeaux;Données temps réel;10/01/2024;01:45;865;;;;;;
Bordeaux;Données temps réel;10/01/2024;02:00;870;;;;;;
Bordeaux;Données temps réel;10/01/2024;02:15;888;;;;;;
Bordeaux;Données temps réel;10/01/2024;02:30;874;;;;;;
Bordeaux;Données temps réel;10/01/2024;02:45;868;;;;;;
Bordeaux;Données temps réel;10/01/2024;03:00;857;;;;;;
Bordeaux;Données temps réel;10/01/2024;03:15;855;;;;;;
Bordeaux;Données temps réel;10/01/2024;03:30;842;;;;;;
Bordeaux;Données temps réel;10/01/2024;03:45;836;;;;;;
Bordeaux;Données temps réel;10/01/2024;04:00;821;;;;;;
Bordeaux;Données temps réel;10/01/2024;04:15;831;;;;;;
Bordeaux;Données temps réel;10/01/2024;04:30;829;;;;;;
Bordeaux;Données temps réel;10/01/2024;04:45;829;;;;;;
Bordeaux;Données temps réel;10/01/2024;05:00;837;;;;;;
Bordeaux;Données temps réel;10/01/2024;05:15;852;;;;;;
Bordeaux;Données temps réel;10/01/2024;05:30;846;;;;;;
Bordeaux;Données temps réel;10/01/2024;05:45;864;;;;;;
Bordeaux;Données temps réel;10/01/2024;06:00;876;;;;;;
Bordeaux;Données temps réel;10/01/2024;06:15;916;;;;;;
Bordeaux;Données temps réel;10/01/2024;06:30;928;;;;;;
Bordeaux;Données temps réel;10/01/2024;06:45;962;;;;;;
Bordeaux;Données temps réel;10/01/2024;07:00;973;;;;;;
Bordeaux;Données temps réel;10/01/2024;07:15;1008;;;;;;
Bordeaux;Données temps réel;10/01/2024;07:30;1021;;;;;;
Bordeaux;Données temps réel;10/01/2024;07:45;1046;;;;;;
Bordeaux;Données temps réel;10/01/2024;08:00;1061;;;;;;
Bordeaux;Données temps réel;10/01/2024;08:15;1072;;;;;;
Bordeaux;Données temps réel;10/01/2024;08:30;1067;;;;;;
Bordeaux;Données temps réel;10/01/2024;08:45;1085;;;;;;
Bordeaux;Données temps réel;10/01/2024;09:00;1088;;;;;;
Bordeaux;Données temps réel;10/01/2024;09:15;1080;;;;;;
Bordeaux;Données temps réel;10/01/2024;09:30;1102;;;;;;
Bordeaux;Données temps réel;10/01/2024;09:45;1110;;;;;;
Bordeaux;Données temps réel;10/01/2024;10:00;1110;;;;;;
Bordeaux;Données temps réel;10/01/2024;10:15;1119;;;;;;
Bordeaux;Données temps réel;10/01/2024;10:30;539;;;;;;
Bordeaux;Données temps réel;10/01/2024;10:45;532;;;;;;
Bordeaux;Données temps réel;10/01/2024;11:00;546;;;;;;
Bordeaux;Données temps réel;10/01/2024;11:15;536;;;;;;
Bordeaux;Données temps réel;10/01/2024;11:30;542;;;;;;
Bordeaux;Données temps réel;10/01/2024;11:45;535;;;;;;
Bordeaux;Données temps réel;10/01/2024;12:00;1165;;;;;;
Bordeaux;Données temps réel;10/01/2024;12:15;1167;;;;;;
Bordeaux;Données temps réel;10/01/2024;12:30;1169;;;;;;
Bordeaux;Données temps réel;10/01/2024;12:45;1155;;;;;;
Bordeaux;Données temps réel;10/01/2024;13:00;1141;;;;;;
Bordeaux;Données temps réel;10/01/2024;13:15;1143;;;;;;
Bordeaux;Données temps réel;10/01/2024;13:30;1123;;;;;;
Bordeaux;Données temps réel;10/01/2024;13:45;1138;;;;;;
Bordeaux;Données temps réel;10/01/2024;14:00;1120;;;;;;
Bordeaux;Données temps réel;10/01/2024;14:15;1125;;;;;;
Bordeaux;Données temps réel;10/01/2024;14:30;1117;;;;;;
Bordeaux;Données temps réel;10/01/2024;14:45;1122;;;;;;
Bordeaux;Données temps réel;10/01/2024;15:00;1112;;;;;;
Bordeaux;Données temps réel;10/01/2024;15:15;1111;;;;;;
Bordeaux;Données temps réel;10/01/2024;15:30;1097;;;;;;
Bordeaux;Données temps réel;10/01/2024;15:45;1088;;;;;;
Bordeaux;Données temps réel;10/01/2024;16:00;1086;;;;;;
Bordeaux;Données temps réel;10/01/2024;16:15;1090;;;;;;
Bordeaux;Données temps réel;10/01/2024;16:30;1086;;;;;;
Bordeaux;Données temps réel;10/01/2024;16:45;1073;;;;;;
Bordeaux;Données temps réel;10/01/2024;17:00;1076;;;;;;
Bordeaux;Données temps réel;10/01/2024;17:15;1083;;;;;;
Bordeaux;Données temps réel;10/01/2024;17:30;1095;;;;;;
Bordeaux;Données temps réel;10/01/2024;17:45;1091;;;;;;
Bordeaux;Données temps réel;10/01/2024;18:00;1110;;;;;;
Bordeaux;Données temps réel;10/01/2024;18:15;1118;;;;;;
Bordeaux;Données temps réel;10/01/2024;18:30;1133;;;;;;
Bordeaux;Données temps réel;10/01/2024;18:45;1147;;;;;;
Bordeaux;Données temps réel;10/01/2024;19:00;1150;;;;;;
Bordeaux;Données temps réel;10/01/2024;19:15;1146;;;;;;
Bordeaux;Données temps réel;10/01/2024;19:30;1154;;;;;;
Bordeaux;Données temps réel;10/01/2024;19:45;1154;;;;;;
Bordeaux;Données temps réel;10/01/2024;20:00;1122;;;;;;
Bordeaux;Données temps réel;10/01/2024;20:15;1117;;;;;;
Bordeaux;Données temps réel;10/01/2024;20:30;1092;;;;;;
Bordeaux;Données temps réel;10/01/2024;20:45;1081;;;;;;
Bordeaux;Données temps réel;10/01/2024;21:00;1060;;;;;;
Bordeaux;Données temps réel;10/01/2024;21:15;1042;;;;;;
Bordeaux;Données temps réel;10/01/2024;21:30;1025;;;;;;
Bordeaux;Données temps réel;10/01/2024;21:45;1013;;;;;;
Bordeaux;Données temps réel;10/01/2024;22:00;997;;;;;;
Bordeaux;Données temps réel;10/01/2024;22:15;998;;;;;;
Bordeaux;Données temps réel;10/01/2024;22:30;1010;;;;;;
Bordeaux;Données temps réel;10/01/2024;22:45;1031;;;;;;
Bordeaux;Données temps réel;10/01/2024;23:00;1008;;;;;;
Bordeaux;Données temps réel;10/01/2024;23:15;982;;;;;;
Bordeaux;Données temps réel;10/01/2024;23:30;961;;;;;;
Bordeaux;Données temps réel;10/01/2024;23:45;934;;;;;;
Bordeaux;Données temps réel;11/01/2024;00:00;932;;;;;;
Bordeaux;Données temps réel;11/01/2024;00:15;932;;;;;;
Bordeaux;Données temps réel;11/01/2024;00:30;920;;;;;;
Bordeaux;Données temps réel;11/01/2024;00:45;902;;;;;;
Bordeaux;Données temps réel;11/01/2024;01:00;908;;;;;;
Bordeaux;Données temps réel;11/01/2024;01:15;914;;;;;;
Bordeaux;Données temps réel;11/01/2024;01:30;898;;;;;;
Bordeaux;Données temps réel;11/01/2024;01:45;904;;;;;;
Bordeaux;Données temps réel;11/01/2024;02:00;889;;;;;;
Bordeaux;Données temps réel;11/01/2024;02:15;913;;;;;;
Bordeaux;Données temps réel;11/01/2024;02:30;902;;;;;;
Bordeaux;Données temps réel;11/01/2024;02:45;884;;;;;;
Bordeaux;Données temps réel;11/01/2024;03:00;888;;;;;;
Bordeaux;Données temps réel;11/01/2024;03:15;880;;;;;;
Bordeaux;Données temps réel;11/01/2024;03:30;871;;;;;;
Bordeaux;Données temps réel;11/01/2024;03:45;859;;;;;;
Bordeaux;Données temps réel;11/01/2024;04:00;851;;;;;;
Bordeaux;Données temps réel;11/01/2024;04:15;858;;;;;;
Bordeaux;Données temps réel;11/01/2024;04:30;849;;;;;;
Bordeaux;Données temps réel;11/01/2024;04:45;851;;;;;;
Bordeaux;Données temps réel;11/01/2024;05:00;855;;;;;;
Bordeaux;Données temps réel;11/01/2024;05:15;862;;;;;;
Bordeaux;Données temps réel;11/01/2024;05:30;875;;;;;;
Bordeaux;Données temps réel;11/01/2024;05:45;879;;;;;;
Bordeaux;Données temps réel;11/01/2024;06:00;894;;;;;;
Bordeaux;Données temps réel;11/01/2024;06:15;935;;;;;;
Bordeaux;Données temps réel;11/01/2024;06:30;946;;;;;;
Bordeaux;Données temps réel;11/01/2024;06:45;963;;;;;;
Bordeaux;Données temps réel;11/01/2024;07:00;1005;;;;;;
Bordeaux;Données temps réel;11/01/2024;07:15;1013;;;;;;
Bordeaux;Données temps réel;11/01/2024;07:30;1031;;;;;;
Bordeaux;Données temps réel;11/01/2024;07:45;1050;;;;;;
Bordeaux;Données temps réel;11/01/2024;08:00;1060;;;;;;
Bordeaux;Données temps réel;11/01/2024;08:15;1060;;;;;;
Bordeaux;Données temps réel;11/01/2024;08:30;1066;;;;;;
Bordeaux;Données temps réel;11/01/2024;08:45;1070;;;;;;
Bordeaux;Données temps réel;11/01/2024;09:00;1083;;;;;;
Bordeaux;Données temps réel;11/01/2024;09:15;1083;;;;;;
Bordeaux;Données temps réel;11/01/2024;09:30;1092;;;;;;
Bordeaux;Données temps réel;11/01/2024;09:45;1091;;;;;;
Bordeaux;Données temps réel;11/01/2024;10:00;1090;;;;;;
Bordeaux;Données temps réel;11/01/2024;10:15;1084;;;;;;
Bordeaux;Données temps réel;11/01/2024;10:30;1075;;;;;;
Bordeaux;Données temps réel;11/01/2024;10:45;1078;;;;;;
Bordeaux;Données temps réel;11/01/2024;11:00;1072;;;;;;
Bordeaux;Données temps réel;11/01/2024;11:15;1079;;;;;;
Bordeaux;Données temps réel;11/01/2024;11:30;1069;;;;;;
Bordeaux;Données temps réel;11/01/2024;11:45;1085;;;;;;
Bordeaux;Données temps réel;11/01/2024;12:00;1094;;;;;;
Bordeaux;Données temps réel;11/01/2024;12:15;1104;;;;;;
Bordeaux;Données temps réel;11/01/2024;12:30;1097;;;;;;
Bordeaux;Données temps réel;11/01/2024;12:45;1085;;;;;;
Bordeaux;Données temps réel;11/01/2024;13:00;1073;;;;;;
Bordeaux;Données temps réel;11/01/2024;13:15;1072;;;;;;
Bordeaux;Données temps réel;11/01/2024;13:30;1059;;;;;;
Bordeaux;Données temps réel;11/01/2024;13:45;1068;;;;;;
Bordeaux;Données temps réel;11/01/2024;14:00;1067;;;;;;
Bordeaux;Données temps réel;11/01/2024;14:15;1050;;;;;;
Bordeaux;Données temps réel;11/01/2024;14:30;1054;;;;;;
Bordeaux;Données temps réel;11/01/2024;14:45;1040;;;;;;
Bordeaux;Données temps réel;11/01/2024;15:00;1028;;;;;;
Bordeaux;Données temps réel;11/01/2024;15:15;1017;;;;;;
Bordeaux;Données temps réel;11/01/2024;15:30;1011;;;;;;
Bordeaux;Données temps réel;11/01/2024;15:45;1003;;;;;;
Bordeaux;Données temps réel;11/01/2024;16:00;993;;;;;;
Bordeaux;Données temps réel;11/01/2024;16:15;998;;;;;;
Bordeaux;Données temps réel;11/01/2024;16:30;989;;;;;;
Bordeaux;Données temps réel;11/01/2024;16:45;989;;;;;;
Bordeaux;Données temps réel;11/01/2024;17:00;999;;;;;;
Bordeaux;Données temps réel;11/01/2024;17:15;990;;;;;;
Bordeaux;Données temps réel;11/01/2024;17:30;992;;;;;;
Bordeaux;Données temps réel;11/01/2024;17:45;1030;;;;;;
Bordeaux;Données temps réel;11/01/2024;18:00;1030;;;;;;
Bordeaux;Données temps réel;11/01/2024;18:15;1036;;;;;;
Bordeaux;Données temps réel;11/01/2024;18:30;1056;;;;;;
Bordeaux;Données temps réel;11/01/2024;18:45;1069;;;;;;
Bordeaux;Données temps réel;11/01/2024;19:00;1083;;;;;;
Bordeaux;Données temps réel;11/01/2024;19:15;1071;;;;;;
Bordeaux;Données temps réel;11/01/2024;19:30;1073;;;;;;
Bordeaux;Données temps réel;11/01/2024;19:45;1060;;;;;;
Bordeaux;Données temps réel;11/01/2024;20:00;1049;;;;;;
Bordeaux;Données temps réel;11/01/2024;20:15;1033;;;;;;
Bordeaux;Données temps réel;11/01/2024;20:30;1008;;;;;;
Bordeaux;Données temps réel;11/01/2024;20:45;989;;;;;;
Bordeaux;Données temps réel;11/01/2024;21:00;993;;;;;;
Bordeaux;Données temps réel;11/01/2024;21:15;964;;;;;;
Bordeaux;Données temps réel;11/01/2024;21:30;947;;;;;;
Bordeaux;Données temps réel;11/01/2024;21:45;944;;;;;;
Bordeaux;Données temps réel;11/01/2024;22:00;933;;;;;;
Bordeaux;Données temps réel;11/01/2024;22:15;930;;;;;;
Bordeaux;Données temps réel;11/01/2024;22:30;946;;;;;;
Bordeaux;Données temps réel;11/01/2024;22:45;975;;;;;;
Bordeaux;Données temps réel;11/01/2024;23:00;963;;;;;;
Bordeaux;Données temps réel;11/01/2024;23:15;931;;;;;;
Bordeaux;Données temps réel;11/01/2024;23:30;919;;;;;;
Bordeaux;Données temps réel;11/01/2024;23:45;902;;;;;;
Bordeaux;Données temps réel;12/01/2024;00:00;890;;;;;;
Bordeaux;Données temps réel;12/01/2024;00:15;880;;;;;;
Bordeaux;Données temps réel;12/01/2024;00:30;873;;;;;;
Bordeaux;Données temps réel;12/01/2024;00:45;862;;;;;;
Bordeaux;Données temps réel;12/01/2024;01:00;869;;;;;;
Bordeaux;Données temps réel;12/01/2024;01:15;882;;;;;;
Bordeaux;Données temps réel;12/01/2024;01:30;879;;;;;;
Bordeaux;Données temps réel;12/01/2024;01:45;858;;;;;;
Bordeaux;Données temps réel;12/01/2024;02:00;873;;;;;;
Bordeaux;Données temps réel;12/01/2024;02:15;897;;;;;;
Bordeaux;Données temps réel;12/01/2024;02:30;875;;;;;;
Bordeaux;Données temps réel;12/01/2024;02:45;876;;;;;;
Bordeaux;Données temps réel;12/01/2024;03:00;859;;;;;;
Bordeaux;Données temps réel;12/01/2024;03:15;874;;;;;;
Bordeaux;Données temps réel;12/01/2024;03:30;855;;;;;;
Bordeaux;Données temps réel;12/01/2024;03:45;842;;;;;;
Bordeaux;Données temps réel;12/01/2024;04:00;842;;;;;;
Bordeaux;Données temps réel;12/01/2024;04:15;843;;;;;;
Bordeaux;Données temps réel;12/01/2024;04:30;842;;;;;;
Bordeaux;Données temps réel;12/01/2024;04:45;845;;;;;;
Bordeaux;Données temps réel;12/01/2024;05:00;852;;;;;;
Bordeaux;Données temps réel;12/01/2024;05:15;856;;;;;;
Bordeaux;Données temps réel;12/01/2024;05:30;861;;;;;;
Bordeaux;Données temps réel;12/01/2024;05:45;870;;;;;;
Bordeaux;Données temps réel;12/01/2024;06:00;885;;;;;;
Bordeaux;Données temps réel;12/01/2024;06:15;934;;;;;;
Bordeaux;Données temps réel;12/01/2024;06:30;945;;;;;;
Bordeaux;Données temps réel;12/01/2024;06:45;962;;;;;;
Bordeaux;Données temps réel;12/01/2024;07:00;987;;;;;;
Bordeaux;Données temps réel;12/01/2024;07:15;1017;;;;;;
Bordeaux;Données temps réel;12/01/2024;07:30;1024;;;;;;
Bordeaux;Données temps réel;12/01/2024;07:45;1036;;;;;;
Bordeaux;Données temps réel;12/01/2024;08:00;1065;;;;;;
Bordeaux;Données temps réel;12/01/2024;08:15;1063;;;;;;
Bordeaux;Données temps réel;12/01/2024;08:30;1061;;;;;;
Bordeaux;Données temps réel;12/01/2024;08:45;1084;;;;;;
Bordeaux;Données temps réel;12/01/2024;09:00;1088;;;;;;
Bordeaux;Données temps réel;12/01/2024;09:15;1084;;;;;;
Bordeaux;Données temps réel;12/01/2024;09:30;1088;;;;;;
Bordeaux;Données temps réel;12/01/2024;09:45;1083;;;;;;
Bordeaux;Données temps réel;12/01/2024;10:00;1086;;;;;;
Bordeaux;Données temps réel;12/01/2024;10:15;1109;;;;;;
Bordeaux;Données temps réel;12/01/2024;10:30;1104;;;;;;
Bordeaux;Données temps réel;12/01/2024;10:45;1113;;;;;;
Bordeaux;Données temps réel;12/01/2024;11:00;1110;;;;;;
Bordeaux;Données temps réel;12/01/2024;11:15;1107;;;;;;
Bordeaux;Données temps réel;12/01/2024;11:30;1097;;;;;;
Bordeaux;Données temps réel;12/01/2024;11:45;1116;;;;;;
Bordeaux;Données temps réel;12/01/2024;12:00;1105;;;;;;
Bordeaux;Données temps réel;12/01/2024;12:15;1122;;;;;;
Bordeaux;Données temps réel;12/01/2024;12:30;1101;;;;;;
Bordeaux;Données temps réel;12/01/2024;12:45;1087;;;;;;
Bordeaux;Données temps réel;12/01/2024;13:00;1093;;;;;;
Bordeaux;Données temps réel;12/01/2024;13:15;1068;;;;;;
Bordeaux;Données temps réel;12/01/2024;13:30;1075;;;;;;
Bordeaux;Données temps réel;12/01/2024;13:45;1058;;;;;;
Bordeaux;Données temps réel;12/01/2024;14:00;1057;;;;;;
Bordeaux;Données temps réel;12/01/2024;14:15;1035;;;;;;
Bordeaux;Données temps réel;12/01/2024;14:30;1035;;;;;;
Bordeaux;Données temps réel;12/01/2024;14:45;1025;;;;;;
Bordeaux;Données temps réel;12/01/2024;15:00;1026;;;;;;
Bordeaux;Données temps réel;12/01/2024;15:15;1020;;;;;;
Bordeaux;Données temps réel;12/01/2024;15:30;1005;;;;;;
Bordeaux;Données temps réel;12/01/2024;15:45;1002;;;;;;
Bordeaux;Données temps réel;12/01/2024;16:00;1004;;;;;;
Bordeaux;Données temps réel;12/01/2024;16:15;1001;;;;;;
Bordeaux;Données temps réel;12/01/2024;16:30;992;;;;;;
Bordeaux;Données temps réel;12/01/2024;16:45;988;;;;;;
Bordeaux;Données temps réel;12/01/2024;17:00;994;;;;;;
Bordeaux;Données temps réel;12/01/2024;17:15;991;;;;;;
Bordeaux;Données temps réel;12/01/2024;17:30;995;;;;;;
Bordeaux;Données temps réel;12/01/2024;17:45;1017;;;;;;
Bordeaux;Données temps réel;12/01/2024;18:00;1032;;;;;;
Bordeaux;Données temps réel;12/01/2024;18:15;1036;;;;;;
Bordeaux;Données temps réel;12/01/2024;18:30;1056;;;;;;
Bordeaux;Données temps réel;12/01/2024;18:45;1067;;;;;;
Bordeaux;Données temps réel;12/01/2024;19:00;1067;;;;;;
Bordeaux;Données temps réel;12/01/2024;19:15;1069;;;;;;
