Code commune - Code de la zone;Code commune - Libellé de la zone;Classe de véhicule;Catégorie de véhicule;Carburant;Vignette Crit'Air;Parc de véhicule au 1er janvier 2011 (en nombre de véhicules);Parc de véhicule au 1er janvier 2012 (en nombre de véhicules);Parc de véhicule au 1er janvier 2013 (en nombre de véhicules);Parc de véhicule au 1er janvier 2014 (en nombre de véhicules);Parc de véhicule au 1er janvier 2015 (en nombre de véhicules);Parc de véhicule au 1er janvier 2016 (en nombre de véhicules);Parc de véhicule au 1er janvier 2017 (en nombre de véhicules);Parc de véhicule au 1er janvier 2018 (en nombre de véhicules);Parc de véhicule au 1er janvier 2019 (en nombre de véhicules);Parc de véhicule au 1er janvier 2020 (en nombre de véhicules);Parc de véhicule au 1er janvier 2021 (en nombre de véhicules);Parc de véhicule au 1er janvier 2022 (en nombre de véhicules)
69107;Lamure-sur-Azergues;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;1;2;3;4;4;5;4;6
69107;Lamure-sur-Azergues;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;2;3;4;4;10;15;20;20
69107;Lamure-sur-Azergues;pl;Camion;Diesel;Crit'Air 3;0;1;1;1;2;2;3;2;2;2;2;0
69107;Lamure-sur-Azergues;pl;Tracteur routier;Diesel;Crit'Air 3;2;2;3;5;5;5;4;6;5;3;3;3
69107;Lamure-sur-Azergues;pl;Camion;Diesel;Crit'Air 4;6;6;5;4;2;1;1;1;2;2;2;1
69107;Lamure-sur-Azergues;pl;Tracteur routier;Diesel;Crit'Air 4;0;0;1;1;1;2;2;1;1;1;1;1
69107;Lamure-sur-Azergues;pl;VASP lourd;Diesel;Crit'Air 4;1;1;0;0;0;0;0;0;0;0;0;0
69107;Lamure-sur-Azergues;pl;Camion;Diesel;Crit'Air 5;4;3;3;3;2;1;0;0;0;0;0;0
69107;Lamure-sur-Azergues;pl;Camion;Diesel;Non classé;2;2;2;3;2;2;2;2;1;1;1;2
69107;Lamure-sur-Azergues;pl;Tracteur routier;Diesel;Non classé;3;3;3;3;3;2;2;1;1;1;0;0
69108;Lancié;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;1;1;1;1;1;1
69108;Lancié;pl;Camion;Diesel;Crit'Air 4;0;0;0;0;0;1;1;1;1;1;1;1
69108;Lancié;pl;Camion;Diesel;Crit'Air 5;2;2;2;2;2;2;1;1;1;1;1;1
69108;Lancié;pl;Camion;Diesel;Non classé;3;2;1;1;1;1;0;0;0;0;0;0
69108;Lancié;pl;Tracteur routier;Diesel;Non classé;0;1;1;1;1;1;1;1;1;0;0;0
69109;Lantignié;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;1;1;3
69109;Lantignié;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;1;1
69109;Lantignié;pl;Camion;Diesel;Crit'Air 4;1;1;1;1;1;1;1;1;1;1;2;1
69109;Lantignié;pl;Tracteur routier;Diesel;Crit'Air 4;2;1;1;0;0;0;0;0;0;0;0;0
69109;Lantignié;pl;Camion;Diesel;Non classé;3;2;2;2;1;1;1;1;1;0;0;0
69110;Larajasse;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;1;1;2;2;2;3;3;3
69110;Larajasse;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;1;1
69110;Larajasse;pl;Camion;Diesel;Crit'Air 3;1;1;2;4;5;5;5;5;5;5;5;5
69110;Larajasse;pl;Tracteur routier;Diesel;Crit'Air 3;0;0;0;0;0;0;0;0;0;0;0;1
69110;Larajasse;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;0;1;1;2;2;3;3;3;2
69110;Larajasse;pl;Camion;Diesel;Crit'Air 4;1;1;1;1;2;2;1;2;2;1;1;1
69110;Larajasse;pl;Camion;Diesel;Crit'Air 5;5;5;5;2;1;1;1;1;1;1;1;1
69110;Larajasse;pl;VASP lourd;Diesel;Crit'Air 5;1;1;1;1;0;0;0;0;0;0;0;0
69110;Larajasse;pl;Camion;Diesel;Non classé;3;3;2;2;2;2;1;1;0;1;0;0
69110;Larajasse;pl;VASP lourd;Diesel;Non classé;0;0;0;0;0;0;1;1;1;0;0;0
69111;Légny;pl;Camion;Diesel;Crit'Air 3;0;0;1;1;1;1;1;1;2;2;2;1
69111;Légny;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;0;0;1;1;1;0;0;0;0
69111;Légny;pl;Tracteur routier;Diesel;Crit'Air 4;0;0;0;1;1;1;1;0;0;0;0;0
69111;Légny;pl;VASP lourd;Diesel;Crit'Air 4;0;0;1;0;0;0;0;1;0;0;0;0
69111;Légny;pl;Camion;Diesel;Non classé;4;4;3;3;3;4;4;4;2;1;1;1
69111;Légny;pl;Tracteur routier;Diesel;Non classé;1;1;1;0;0;0;0;0;0;1;0;0
69111;Légny;pl;VASP lourd;Diesel;Non classé;0;0;1;0;0;1;0;0;0;0;0;0
69112;Lentilly;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;2;3;4;6;9;11;12;13
69112;Lentilly;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;2;6;9;12;13;13;11;9
69112;Lentilly;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;1;1;1;1;1;2
69112;Lentilly;pl;Camion;Diesel;Crit'Air 3;1;5;9;13;14;14;16;15;10;6;6;5
69112;Lentilly;pl;Tracteur routier;Diesel;Crit'Air 3;0;5;7;10;10;10;8;5;5;5;5;3
69112;Lentilly;pl;VASP lourd;Diesel;Crit'Air 3;0;1;2;3;3;3;1;1;1;1;1;1
69112;Lentilly;pl;Camion;Diesel;Crit'Air 4;9;9;10;9;8;8;8;7;6;5;5;5
69112;Lentilly;pl;Tracteur routier;Diesel;Crit'Air 4;6;6;8;8;8;8;5;4;2;0;0;0
69112;Lentilly;pl;VASP lourd;Diesel;Crit'Air 4;1;1;0;0;0;0;0;0;0;0;0;0
69112;Lentilly;pl;Camion;Diesel;Crit'Air 5;14;13;13;13;10;7;8;8;8;7;7;7
69112;Lentilly;pl;Tracteur routier;Diesel;Crit'Air 5;6;5;5;3;3;2;2;0;0;0;0;0
69112;Lentilly;pl;Camion;Diesel;Non classé;11;10;9;9;8;8;7;6;7;7;7;5
69112;Lentilly;pl;Tracteur routier;Diesel;Non classé;2;1;0;0;0;0;0;0;0;0;0;0
69112;Lentilly;pl;VASP lourd;Diesel;Non classé;1;0;1;1;0;0;1;1;1;1;1;1
69112;Lentilly;pl;VASP lourd;Essence;Crit'Air 3;0;0;0;0;0;0;0;0;0;0;0;1
69113;Létra;pl;Camion;Diesel;Crit'Air 5;0;0;0;0;1;1;1;1;1;1;0;1
69113;Létra;pl;Camion;Diesel;Non classé;2;2;2;1;1;1;1;1;1;1;1;1
69115;Limas;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;1;2;4;1;4;4;8;13
69115;Limas;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;1;14;20;23;5;5;3;2;2
69115;Limas;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;1
69115;Limas;pl;Camion;Diesel;Crit'Air 3;8;18;24;25;25;11;9;8;8;9;7;6
69115;Limas;pl;Tracteur routier;Diesel;Crit'Air 3;7;18;29;34;30;21;19;5;4;3;0;0
69115;Limas;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;0;0;0;0;0;1;1;1;1
69115;Limas;pl;Camion;Diesel;Crit'Air 4;23;22;19;16;16;8;6;4;2;3;3;4
69115;Limas;pl;Tracteur routier;Diesel;Crit'Air 4;23;22;11;8;5;2;2;0;0;0;0;0
69115;Limas;pl;VASP lourd;Diesel;Crit'Air 4;0;0;0;0;0;0;0;0;1;1;1;0
69115;Limas;pl;Camion;Diesel;Crit'Air 5;28;26;23;21;20;17;16;14;10;8;8;8
69115;Limas;pl;Tracteur routier;Diesel;Crit'Air 5;4;4;2;0;1;0;0;0;0;0;0;0
69115;Limas;pl;Camion;Diesel;Non classé;29;26;23;22;19;18;15;13;12;10;10;6
69115;Limas;pl;VASP lourd;Diesel;Non classé;1;1;1;1;0;0;0;0;0;0;0;2
69116;Limonest;pl;Camion;Diesel;Crit'Air 3;0;0;0;0;0;0;0;0;0;0;0;1
69116;Limonest;pl;VASP lourd;Diesel;Crit'Air 3;0;0;1;0;0;0;0;0;0;1;1;1
69116;Limonest;pl;Camion;Diesel;Crit'Air 4;12;12;12;12;11;10;2;0;0;0;0;0
69116;Limonest;pl;Camion;Diesel;Crit'Air 5;1;1;1;2;1;1;1;1;1;1;2;1
69116;Limonest;pl;Camion;Diesel;Non classé;3;3;3;3;2;2;2;1;1;1;2;1
69116;Limonest;pl;Tracteur routier;Diesel;Non classé;0;0;0;0;0;0;0;0;0;0;1;1
69116;Limonest;pl;VASP lourd;Diesel;Non classé;1;0;1;1;1;0;0;0;0;0;0;0
69116;Limonest;pl;Camion;Gaz et inconnu;Crit'Air 1;0;0;0;0;0;0;0;0;0;0;13;13
69117;Lissieu;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;1;6;6;6;6;9;8
69117;Lissieu;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;16;52;89;123;161;182;192;192
69117;Lissieu;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;1;1;1;0;0;0
69117;Lissieu;pl;Camion;Diesel;Crit'Air 3;2;2;2;4;4;4;4;4;4;4;3;3
69117;Lissieu;pl;Tracteur routier;Diesel;Crit'Air 3;32;62;85;112;113;97;82;49;20;7;6;5
69117;Lissieu;pl;Camion;Diesel;Crit'Air 4;3;3;3;3;4;3;3;4;3;3;4;3
69117;Lissieu;pl;Tracteur routier;Diesel;Crit'Air 4;58;54;42;17;11;6;3;1;1;1;1;1
69117;Lissieu;pl;Camion;Diesel;Crit'Air 5;3;3;3;2;2;2;1;1;1;1;0;0
69117;Lissieu;pl;Tracteur routier;Diesel;Crit'Air 5;34;16;11;9;5;3;2;2;2;2;3;2
69117;Lissieu;pl;Camion;Diesel;Non classé;6;6;5;3;2;4;4;2;2;2;2;2
69117;Lissieu;pl;Tracteur routier;Diesel;Non classé;6;7;4;3;1;1;1;1;0;0;1;1
69117;Lissieu;pl;Camion;Diesel HNR;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;1
69118;Loire-sur-Rhône;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;1;4;4;5;5;7;5;4
69118;Loire-sur-Rhône;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;3;7;12;16;19;17;14
69118;Loire-sur-Rhône;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;1;0;0;0
69118;Loire-sur-Rhône;pl;Camion;Diesel;Crit'Air 3;1;1;4;5;5;6;6;6;5;4;4;3
69118;Loire-sur-Rhône;pl;Tracteur routier;Diesel;Crit'Air 3;1;6;8;11;11;10;9;6;3;2;2;2
69118;Loire-sur-Rhône;pl;Camion;Diesel;Crit'Air 4;7;6;6;6;5;5;4;3;2;2;2;1
69118;Loire-sur-Rhône;pl;Tracteur routier;Diesel;Crit'Air 4;14;15;13;9;4;3;2;2;2;1;1;1
69118;Loire-sur-Rhône;pl;Camion;Diesel;Crit'Air 5;12;10;9;6;6;5;5;5;4;4;4;3
69118;Loire-sur-Rhône;pl;Tracteur routier;Diesel;Crit'Air 5;12;8;7;6;5;4;2;1;0;0;0;0
69118;Loire-sur-Rhône;pl;Camion;Diesel;Non classé;15;14;13;12;10;5;5;5;5;5;5;4
69118;Loire-sur-Rhône;pl;Tracteur routier;Diesel;Non classé;3;1;1;0;0;0;0;0;0;0;0;0
69118;Loire-sur-Rhône;pl;VASP lourd;Diesel;Non classé;0;0;0;0;0;0;0;0;1;1;1;1
69119;Longes;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;1
69119;Longes;pl;Camion;Diesel;Crit'Air 4;1;0;0;0;0;0;0;0;0;0;0;0
69119;Longes;pl;Camion;Diesel;Non classé;0;0;0;0;0;0;0;0;1;2;1;0
69121;Lozanne;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;0;1;1;2;2;2
69121;Lozanne;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;6;6;6;6
69121;Lozanne;pl;Camion;Diesel;Crit'Air 3;0;1;5;6;7;7;2;2;2;1;1;1
69121;Lozanne;pl;Tracteur routier;Diesel;Crit'Air 3;0;0;6;9;9;9;9;9;3;3;3;3
69121;Lozanne;pl;VASP lourd;Diesel;Crit'Air 3;0;1;1;1;1;0;0;0;1;1;1;1
69121;Lozanne;pl;Camion;Diesel;Crit'Air 4;1;1;3;1;1;0;0;0;0;0;1;1
69121;Lozanne;pl;Tracteur routier;Diesel;Crit'Air 4;3;3;2;0;0;0;0;0;0;0;0;0
69121;Lozanne;pl;Camion;Diesel;Crit'Air 5;4;4;4;3;2;3;4;3;2;2;2;2
69121;Lozanne;pl;Tracteur routier;Diesel;Crit'Air 5;9;9;6;0;0;0;0;0;0;0;0;0
69121;Lozanne;pl;Camion;Diesel;Non classé;4;3;2;2;2;2;0;0;0;0;0;0
69121;Lozanne;pl;VASP lourd;Diesel;Non classé;2;1;1;1;1;1;1;0;0;0;0;0
69122;Lucenay;pl;Camion;Diesel;Crit'Air 3;0;0;0;0;1;1;1;1;2;2;2;2
69122;Lucenay;pl;Camion;Diesel;Crit'Air 4;1;1;1;1;1;1;1;1;1;2;2;2
69122;Lucenay;pl;Camion;Diesel;Crit'Air 5;1;1;1;1;1;2;2;2;2;3;2;2
69122;Lucenay;pl;Camion;Diesel;Non classé;6;4;4;3;3;2;2;2;2;2;2;2
69123;Lyon;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;3;3;4;4;3;5
69123;Lyon;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;1;4;19;27;33;33;37;37
69123;Lyon;pl;Camion;Diesel;Crit'Air 3;0;0;0;0;0;0;1;1;2;2;2;0
69123;Lyon;pl;Tracteur routier;Diesel;Crit'Air 3;0;0;0;0;0;0;0;0;1;0;0;0
69123;Lyon;pl;Camion;Diesel;Crit'Air 4;0;0;0;0;0;0;0;0;0;1;1;1
69123;Lyon;pl;VASP lourd;Diesel;Crit'Air 4;0;0;0;0;0;0;0;0;1;1;1;1
69123;Lyon;pl;Camion;Diesel;Crit'Air 5;0;0;0;0;0;0;0;0;1;2;2;0
69123;Lyon;pl;Camion;Diesel;Non classé;0;0;0;0;0;0;0;0;1;0;0;0
69123;Lyon;pl;VASP lourd;Gaz et inconnu;Crit'Air 1;0;0;0;0;0;0;0;0;17;17;17;17
69124;Marchampt;pl;Camion;Diesel;Crit'Air 5;1;1;1;1;1;1;1;1;1;0;0;0
69124;Marchampt;pl;Camion;Diesel;Non classé;1;1;1;1;1;1;1;1;1;0;0;0
69125;Marcilly-d'Azergues;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;0;1;4;15;17;18;17
69125;Marcilly-d'Azergues;pl;Tracteur routier;Diesel;Crit'Air 3;0;7;8;10;10;10;14;14;14;14;12;7
69125;Marcilly-d'Azergues;pl;Camion;Diesel;Crit'Air 4;1;1;1;1;1;1;3;3;3;2;1;0
69125;Marcilly-d'Azergues;pl;Tracteur routier;Diesel;Crit'Air 4;10;10;11;10;11;11;13;10;5;1;1;1
69125;Marcilly-d'Azergues;pl;VASP lourd;Diesel;Crit'Air 4;0;0;0;0;0;0;0;0;0;0;0;0
69125;Marcilly-d'Azergues;pl;Camion;Diesel;Crit'Air 5;2;2;2;2;5;5;8;11;7;4;5;5
69125;Marcilly-d'Azergues;pl;Tracteur routier;Diesel;Crit'Air 5;14;13;7;6;6;5;5;2;0;0;0;0
69125;Marcilly-d'Azergues;pl;Camion;Diesel;Non classé;4;6;6;4;5;4;5;4;3;3;3;2
69126;Marcy;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;0;3;4;4;4;4
69126;Marcy;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;2;4;10;13;22;27;29;33
69126;Marcy;pl;Camion;Diesel;Crit'Air 3;0;0;0;0;0;1;1;1;4;4;4;4
69126;Marcy;pl;Tracteur routier;Diesel;Crit'Air 3;0;1;1;1;1;1;1;1;10;10;7;5
69126;Marcy;pl;Tracteur routier;Diesel;Crit'Air 4;3;3;2;2;3;3;2;2;3;1;1;1
69126;Marcy;pl;Camion;Diesel;Crit'Air 5;1;1;1;1;1;1;1;1;1;1;1;1
69126;Marcy;pl;Tracteur routier;Diesel;Crit'Air 5;5;4;3;2;1;1;0;0;0;0;0;1
69126;Marcy;pl;Camion;Diesel;Non classé;1;1;0;1;1;1;0;0;0;0;0;0
69126;Marcy;pl;Tracteur routier;Gaz et inconnu;Crit'Air 1;0;1;1;0;0;0;0;0;0;0;0;0
69127;Marcy-l'Étoile;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;1;1;1;1;1;1;0;1
69127;Marcy-l'Étoile;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;2;1
69127;Marcy-l'Étoile;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;1;1;1;1;1
69127;Marcy-l'Étoile;pl;Camion;Diesel;Crit'Air 3;0;0;3;6;6;6;6;5;3;3;0;0
69127;Marcy-l'Étoile;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;0;0;0;0;0;1;0;0;0
69127;Marcy-l'Étoile;pl;Camion;Diesel;Crit'Air 4;3;3;3;3;3;3;3;2;0;0;0;0
69127;Marcy-l'Étoile;pl;VASP lourd;Diesel;Crit'Air 4;1;1;1;1;1;1;1;1;1;1;1;1
69127;Marcy-l'Étoile;pl;Camion;Diesel;Crit'Air 5;4;7;7;3;1;1;1;1;1;1;1;1
69127;Marcy-l'Étoile;pl;Camion;Diesel;Non classé;3;3;2;3;4;5;5;4;2;1;1;1
69127;Marcy-l'Étoile;pl;VASP lourd;Diesel;Non classé;1;2;2;2;2;2;2;2;2;2;2;2
69127;Marcy-l'Étoile;pl;Camion;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;0;0;1;1;1;1
69127;Marcy-l'Étoile;pl;VASP lourd;Essence;Non classé;0;0;0;0;0;0;0;0;0;0;0;0
69130;Meaux-la-Montagne;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;1;1;1;1
69130;Meaux-la-Montagne;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;0
69130;Meaux-la-Montagne;pl;Camion;Diesel;Crit'Air 3;0;0;0;0;0;0;1;1;0;0;0;0
69130;Meaux-la-Montagne;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;1;1;1;1;1;1;0;0;0
69130;Meaux-la-Montagne;pl;Camion;Diesel;Crit'Air 5;1;1;1;0;0;0;0;0;0;0;0;0
69131;Messimy;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;2;2;2;2;3;4;6
69131;Messimy;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;1;1;1;1;1;1;1;1
69131;Messimy;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;1;1
69131;Messimy;pl;Camion;Diesel;Crit'Air 3;0;0;0;0;1;1;1;1;1;2;2;2
69131;Messimy;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;1;2;2;2;2;3;3;2;2
69131;Messimy;pl;Camion;Diesel;Crit'Air 4;3;3;4;5;5;5;5;5;6;6;5;5
69131;Messimy;pl;Tracteur routier;Diesel;Crit'Air 4;1;1;1;1;1;1;1;2;2;2;2;2
69131;Messimy;pl;Camion;Diesel;Crit'Air 5;0;0;1;1;1;1;1;1;1;1;1;1
69131;Messimy;pl;Tracteur routier;Diesel;Crit'Air 5;1;1;1;1;1;1;1;0;0;0;0;0
69131;Messimy;pl;Camion;Diesel;Non classé;7;8;6;5;5;4;5;5;4;3;3;2
69131;Messimy;pl;VASP lourd;Diesel;Non classé;1;1;0;1;1;1;0;0;0;0;0;0
69132;Meys;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;1;1
69132;Meys;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;0;0;0;1;1;1;1;1;1
69132;Meys;pl;Camion;Diesel;Crit'Air 4;1;0;0;0;0;0;0;0;0;0;0;0
69132;Meys;pl;Tracteur routier;Diesel;Crit'Air 4;1;1;0;0;0;0;0;0;0;0;0;0
69132;Meys;pl;Camion;Diesel;Crit'Air 5;1;1;1;1;0;0;0;0;0;0;0;0
69132;Meys;pl;Tracteur routier;Diesel;Crit'Air 5;0;0;0;0;0;1;1;1;1;1;0;0
69132;Meys;pl;Camion;Diesel;Non classé;2;1;1;1;1;1;1;1;1;1;1;1
69132;Meys;pl;Tracteur routier;Diesel;Non classé;1;1;1;1;1;1;0;0;0;0;0;0
69133;Millery;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;1;1;1;1;9;8
69133;Millery;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;0;1;1;1;1;7;5
69133;Millery;pl;Camion;Diesel;Crit'Air 3;0;2;9;7;7;7;7;7;7;7;0;0
69133;Millery;pl;VASP lourd;Diesel;Crit'Air 3;0;1;2;2;2;1;1;1;0;0;0;0
69133;Millery;pl;Camion;Diesel;Crit'Air 4;3;2;3;3;2;2;1;0;0;0;0;1
69133;Millery;pl;Tracteur routier;Diesel;Crit'Air 4;1;1;1;1;1;1;0;0;0;0;0;0
69133;Millery;pl;Camion;Diesel;Crit'Air 5;2;3;5;3;1;1;3;3;3;2;2;2
69133;Millery;pl;VASP lourd;Diesel;Crit'Air 5;1;1;1;1;1;0;0;0;0;0;0;0
69133;Millery;pl;Camion;Diesel;Non classé;6;6;6;6;2;3;2;1;1;1;1;1
69133;Millery;pl;Tracteur routier;Diesel;Non classé;1;1;1;0;0;0;0;0;0;0;0;0
69134;Moiré;pl;Camion;Diesel;Crit'Air 4;5;3;2;0;0;0;0;0;0;0;0;0
69134;Moiré;pl;Tracteur routier;Diesel;Crit'Air 4;4;4;2;1;0;0;0;0;0;0;0;0
69134;Moiré;pl;Camion;Diesel;Crit'Air 5;2;2;0;0;0;0;0;0;0;0;0;0
69134;Moiré;pl;Tracteur routier;Diesel;Crit'Air 5;1;1;0;0;0;0;0;0;0;0;0;0
69134;Moiré;pl;Tracteur routier;Diesel;Non classé;3;2;2;0;0;0;0;0;0;0;0;0
69135;Deux-Grosnes;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;1;1;2;3;3;4;4
69135;Deux-Grosnes;pl;Camion;Diesel;Crit'Air 3;0;0;1;2;2;2;2;2;2;2;1;1
69135;Deux-Grosnes;pl;Camion;Diesel;Crit'Air 4;1;1;2;1;1;1;1;0;0;1;1;2
69135;Deux-Grosnes;pl;Camion;Diesel;Crit'Air 5;2;2;3;3;2;2;3;3;4;5;4;4
69135;Deux-Grosnes;pl;Tracteur routier;Diesel;Crit'Air 5;2;1;0;0;1;0;0;0;0;0;0;0
69135;Deux-Grosnes;pl;Camion;Diesel;Non classé;10;9;10;10;6;5;5;5;6;6;2;3
69135;Deux-Grosnes;pl;VASP lourd;Diesel;Non classé;0;0;1;0;0;0;0;0;0;0;0;0
69136;Montagny;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;1;2;2;3;4;3;4
69136;Montagny;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;10;11;10;10;8;6;4
69136;Montagny;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;2;2
69136;Montagny;pl;Camion;Diesel;Crit'Air 3;2;2;2;3;3;3;3;3;3;3;3;3
69136;Montagny;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;0;1;1;1;1;1;1;1;1
69136;Montagny;pl;Camion;Diesel;Crit'Air 4;9;9;8;11;13;14;12;10;9;9;7;7
69136;Montagny;pl;Tracteur routier;Diesel;Crit'Air 4;2;2;3;3;3;2;2;2;1;1;1;1
69136;Montagny;pl;VASP lourd;Diesel;Crit'Air 4;1;1;1;1;1;1;1;1;1;0;1;1
69136;Montagny;pl;Camion;Diesel;Crit'Air 5;12;11;12;10;10;9;9;9;8;10;10;9
69136;Montagny;pl;Tracteur routier;Diesel;Crit'Air 5;1;2;2;2;2;1;1;1;1;1;1;1
69136;Montagny;pl;VASP lourd;Diesel;Crit'Air 5;2;2;2;3;4;4;3;3;3;2;3;2
69136;Montagny;pl;Camion;Diesel;Non classé;15;13;11;7;7;7;8;7;5;4;3;3
69136;Montagny;pl;Tracteur routier;Diesel;Non classé;1;1;1;1;1;1;1;1;0;0;0;0
69136;Montagny;pl;VASP lourd;Diesel;Non classé;3;3;3;2;1;1;1;0;0;0;1;1
69137;Montmelas-Saint-Sorlin;pl;Camion;Diesel;Non classé;0;0;0;1;1;0;0;0;0;0;0;0
69138;Montromant;pl;Camion;Diesel;Non classé;0;0;0;0;0;0;1;0;0;0;0;0
69139;Montrottier;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;1;1
69139;Montrottier;pl;Camion;Diesel;Crit'Air 3;1;1;1;1;1;1;1;1;1;1;1;1
69139;Montrottier;pl;VASP lourd;Diesel;Crit'Air 3;0;0;0;0;1;1;1;1;1;1;0;0
69139;Montrottier;pl;Camion;Diesel;Crit'Air 5;0;0;0;0;0;1;1;1;1;1;1;1
69139;Montrottier;pl;VASP lourd;Diesel;Crit'Air 5;0;0;1;1;1;0;1;0;0;0;0;0
69139;Montrottier;pl;Camion;Diesel;Non classé;2;2;2;2;2;0;0;0;0;0;0;1
69139;Montrottier;pl;VASP lourd;Diesel;Non classé;0;0;0;0;0;0;0;0;0;0;0;1
69140;Morancé;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;1;6;8;8
69140;Morancé;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;0;0;0;1;1;3;3;4;3
69140;Morancé;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;1
69140;Morancé;pl;Camion;Diesel;Crit'Air 3;0;2;2;2;2;2;2;2;5;3;2;2
69140;Morancé;pl;Tracteur routier;Diesel;Crit'Air 3;0;0;0;0;0;0;1;0;0;0;0;0
69140;Morancé;pl;VASP lourd;Diesel;Crit'Air 3;0;0;1;1;2;2;2;2;1;1;0;0
69140;Morancé;pl;Camion;Diesel;Crit'Air 4;2;2;2;2;2;2;2;2;2;2;2;4
69140;Morancé;pl;VASP lourd;Diesel;Crit'Air 4;0;0;0;0;0;0;0;0;1;1;1;1
69140;Morancé;pl;Camion;Diesel;Crit'Air 5;3;3;3;3;3;2;2;2;1;1;1;0
69140;Morancé;pl;Tracteur routier;Diesel;Crit'Air 5;3;3;2;2;2;2;2;2;1;0;0;0
69140;Morancé;pl;Camion;Diesel;Non classé;2;2;2;1;1;1;1;1;0;0;0;1
69140;Morancé;pl;Tracteur routier;Diesel;Non classé;1;1;1;1;1;1;1;1;0;0;0;0
69140;Morancé;pl;VASP lourd;Diesel;Non classé;1;1;2;2;1;1;1;1;0;0;0;0
69141;Mornant;pl;Camion;Diesel;Crit'Air 2;0;0;0;0;2;5;14;23;27;41;40;39
69141;Mornant;pl;Tracteur routier;Diesel;Crit'Air 2;0;0;0;1;11;17;18;18;10;4;14;17
69141;Mornant;pl;VASP lourd;Diesel;Crit'Air 2;0;0;0;0;0;0;0;1;1;1;2;2
69141;Mornant;pl;Camion;Diesel;Crit'Air 3;4;14;18;23;24;24;23;23;17;12;9;8
