nomInstallation;commune;codeDepartement;departement;codeRegion;region;dateRaccordement;dateDeraccordement;dateMiseEnService;dateDebutVersion;posteSource;tensionRaccordement;modeRaccordement;codeFiliere;filiere;codeCombustible;combustible;codesCombustiblesSecondaires;combustiblesSecondaires;codeTechnologie;technologie;typeStockage;puisMaxInstallee;puisMaxRacCharge;puisMaxCharge;puisMaxRac;puisMaxInstalleeDisCharge;nbGroupes;nbInstallations;regime;energieStockable;capaciteReservoir;hauteurChute;productible;debitMaximal;gestionnaire;energieAnnuelleGlissanteInjectee;energieAnnuelleGlissanteProduite;energieAnnuelleGlissanteSoutiree;energieAnnuelleGlissanteStockee;maxPuis;dateMiseEnservice (format date)
Agrégation des installations de moins de 36KW;Dommartin;69;Rhône;84;Auvergne-Rhône-Alpes;18/12/2006;;18/12/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;337.08;6.0;6.0;290.17;6.0;1;71;;5.0;0.0;0.0;0.0;0.0;;182700;;;;337.08;18/12/2006
Confidentiel;Dracé;69;Rhône;84;Auvergne-Rhône-Alpes;07/10/2020;;07/10/2020;06/07/2021;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;98.0;;;98.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;105086;;;;98.0;07/10/2020
Confidentiel;Dracé;69;Rhône;84;Auvergne-Rhône-Alpes;25/09/2024;;25/09/2024;25/09/2024;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.0;;;99.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;388;;;;99.0;25/09/2024
Agrégation des installations de moins de 36KW;Dracé;69;Rhône;84;Auvergne-Rhône-Alpes;23/04/2009;;23/04/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;171.22;;;167.32;;;37;;0.0;0.0;0.0;0.0;0.0;;140374;;;;171.22;23/04/2009
Agrégation des installations de moins de 36KW;Dracé;69;Rhône;84;Auvergne-Rhône-Alpes;09/04/2021;;09/04/2021;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;53.5;;;51.01;;;12;;0.0;0.0;0.0;0.0;0.0;;17207;;;;53.5;09/04/2021
Confidentiel;Dracé;69;Rhône;84;Auvergne-Rhône-Alpes;07/10/2020;;07/10/2020;06/07/2021;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;98.0;;;98.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;102540;;;;98.0;07/10/2020
Agrégation des installations de moins de 36KW;Duerne;69;Rhône;84;Auvergne-Rhône-Alpes;28/01/2010;;28/01/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;240.13;;;238.63;;;40;;0.0;0.0;0.0;0.0;0.0;;174190;;;;240.13;28/01/2010
Confidentiel;Échalas;69;Rhône;84;Auvergne-Rhône-Alpes;27/09/2024;;27/09/2024;27/09/2024;G.BAN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;250.0;;;250.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;509;;;;250.0;27/09/2024
Agrégation des installations de moins de 36KW;Échalas;69;Rhône;84;Auvergne-Rhône-Alpes;16/08/2010;;16/08/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;89.45;;;84.12;;;17;;0.0;0.0;0.0;0.0;0.0;;32180;;;;89.45;16/08/2010
Confidentiel;Échalas;69;Rhône;84;Auvergne-Rhône-Alpes;01/04/2021;;01/04/2021;30/12/2021;G.BAN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;89.0;;;89.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;108056;;;;89.0;01/04/2021
Confidentiel;Échalas;69;Rhône;84;Auvergne-Rhône-Alpes;27/04/2022;;27/04/2022;13/06/2022;G.BAN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;89.0;;;89.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;114421;;;;89.0;27/04/2022
Agrégation des installations de moins de 36KW;Échalas;69;Rhône;84;Auvergne-Rhône-Alpes;20/05/2009;;20/05/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;169.49;;;153.57;;;35;;0.0;0.0;0.0;0.0;0.0;;106128;;;;169.49;20/05/2009
Agrégation des installations de moins de 36KW;Écully;69;Rhône;84;Auvergne-Rhône-Alpes;26/04/2010;;26/04/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;209.0;;;197.2;;;38;;0.0;0.0;0.0;0.0;0.0;;126848;;;;209.0;26/04/2010
Autoconso - siège Groupe SEB;Écully;69;Rhône;84;Auvergne-Rhône-Alpes;21/05/2019;;21/05/2019;21/05/2019;DARDI;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;440.0;;;;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;440.0;21/05/2019
Confidentiel;Écully;69;Rhône;84;Auvergne-Rhône-Alpes;18/02/2003;;18/02/2003;29/04/2022;VAISE;HTA;Direct;THERM;Thermique non renouvelable;GAZ;Gaz;;;;;;600.0;;;600.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;2060474;;;;600.0;18/02/2003
Agrégation des installations de moins de 36KW;Écully;69;Rhône;84;Auvergne-Rhône-Alpes;23/01/2008;;23/01/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;42.85;;;42.8;;;10;;0.0;0.0;0.0;0.0;0.0;;30354;;;;42.85;23/01/2008
Agrégation des installations de moins de 36KW;Écully;69;Rhône;84;Auvergne-Rhône-Alpes;26/05/2008;;26/05/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;248.8;;;242.51;;;51;;0.0;0.0;0.0;0.0;0.0;;109470;;;;248.8;26/05/2008
Confidentiel;Écully;69;Rhône;84;Auvergne-Rhône-Alpes;07/02/2022;;07/02/2022;07/02/2022;DARDI;HTA;Indirect;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;216.0;;;;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;216.0;07/02/2022
Agrégation des installations de moins de 36KW;Écully;69;Rhône;84;Auvergne-Rhône-Alpes;23/10/2008;;23/10/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;48.65;;;48.15;;;10;;0.0;0.0;0.0;0.0;0.0;;23039;;;;48.65;23/10/2008
ENERJ2B;Émeringes;69;Rhône;84;Auvergne-Rhône-Alpes;12/04/2022;;12/04/2022;12/07/2022;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;96311;;;;82.8;12/04/2022
Agrégation des installations de moins de 36KW;Éveux;69;Rhône;84;Auvergne-Rhône-Alpes;28/11/2007;;28/11/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;141.78;;;130.55;;;34;;0.0;0.0;0.0;0.0;0.0;;87287;;;;141.78;28/11/2007
Confidentiel;Éveux;69;Rhône;84;Auvergne-Rhône-Alpes;21/12/2020;;21/12/2020;30/05/2023;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;76283;;;;82.8;21/12/2020
Confidentiel;Fleurie;69;Rhône;84;Auvergne-Rhône-Alpes;16/12/2022;;16/12/2022;16/12/2022;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;6977;;;;90.0;16/12/2022
Agrégation des installations de moins de 36KW;Fleurie;69;Rhône;84;Auvergne-Rhône-Alpes;11/04/2012;;11/04/2012;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;95.05;;;95.05;;;14;;0.0;0.0;0.0;0.0;0.0;;33482;;;;95.05;11/04/2012
Confidentiel;Fleurie;69;Rhône;84;Auvergne-Rhône-Alpes;11/03/2020;;11/03/2020;01/07/2023;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;80.0;;;80.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;112037;;;;80.0;11/03/2020
Agrégation des installations de moins de 36KW;Fleurie;69;Rhône;84;Auvergne-Rhône-Alpes;14/12/2009;;14/12/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;145.7;;;145.7;;;24;;0.0;0.0;0.0;0.0;0.0;;115244;;;;145.7;14/12/2009
CHANTEGRILLET;Fleurieu-sur-Saône;69;Rhône;84;Auvergne-Rhône-Alpes;07/01/2022;;07/01/2022;12/01/2024;ROCH5;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;1531;;;;82.8;07/01/2022
Agrégation des installations de moins de 36KW;Fleurieu-sur-Saône;69;Rhône;84;Auvergne-Rhône-Alpes;21/04/2006;;21/04/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;122.77;;;120.17;;;31;;0.0;0.0;0.0;0.0;0.0;;119084;;;;122.77;21/04/2006
GAEC LES SAVEURS LIMOUSINES;Fleurieux-sur-l'Arbresle;69;Rhône;84;Auvergne-Rhône-Alpes;04/04/2022;;04/04/2022;04/04/2022;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.9;;;99.9;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;117464;;;;99.9;04/04/2022
Confidentiel;Fleurieux-sur-l'Arbresle;69;Rhône;84;Auvergne-Rhône-Alpes;07/05/2024;;07/05/2024;07/05/2024;CIVRI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;250.0;;;243.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;170121;;;;250.0;07/05/2024
Confidentiel;Fleurieux-sur-l'Arbresle;69;Rhône;84;Auvergne-Rhône-Alpes;16/05/2024;;16/05/2024;16/05/2024;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;115.0;;;115.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;77147;;;;115.0;16/05/2024
Agrégation des installations de moins de 36KW;Fleurieux-sur-l'Arbresle;69;Rhône;84;Auvergne-Rhône-Alpes;23/04/2008;;23/04/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;371.73;;;373.48;;;82;;0.0;0.0;0.0;0.0;0.0;;303094;;;;371.73;23/04/2008
Agrégation des installations de moins de 36KW;Fleurieux-sur-l'Arbresle;69;Rhône;84;Auvergne-Rhône-Alpes;09/11/2010;;09/11/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;169.83;3.84;3.84;168.01;3.84;1;28;;10.5;0.0;0.0;0.0;0.0;;62910;;;;169.83;09/11/2010
Agrégation des installations de moins de 36KW;Fontaines-Saint-Martin;69;Rhône;84;Auvergne-Rhône-Alpes;19/05/2011;;19/05/2011;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;101.06;;;95.06;;;21;;0.0;0.0;0.0;0.0;0.0;;35250;;;;101.06;19/05/2011
Agrégation des installations de moins de 36KW;Fontaines-Saint-Martin;69;Rhône;84;Auvergne-Rhône-Alpes;22/08/2006;;22/08/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;171.32;6.0;6.0;181.93;6.0;2;48;;7.0;0.0;0.0;0.0;0.0;;106888;;;;171.32;22/08/2006
Agrégation des installations de moins de 36KW;Fontaines-sur-Saône;69;Rhône;84;Auvergne-Rhône-Alpes;31/03/2010;;31/03/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;53.78;;;53.78;;;14;;0.0;0.0;0.0;0.0;0.0;;33189;;;;53.78;31/03/2010
Agrégation des installations de moins de 36KW;Francheville;69;Rhône;84;Auvergne-Rhône-Alpes;26/09/2008;;26/09/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;48.16;;;48.16;;;11;;0.0;0.0;0.0;0.0;0.0;;20778;;;;48.16;26/09/2008
Agrégation des installations de moins de 36KW;Francheville;69;Rhône;84;Auvergne-Rhône-Alpes;21/01/2009;;21/01/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;122.57;;;112.68;;;25;;0.0;0.0;0.0;0.0;0.0;;74308;;;;122.57;21/01/2009
Agrégation des installations de moins de 36KW;Francheville;69;Rhône;84;Auvergne-Rhône-Alpes;29/11/2007;;29/11/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;112.64;;;111.12;;;30;;0.0;0.0;0.0;0.0;0.0;;64882;;;;112.64;29/11/2007
Agrégation des installations de moins de 36KW;Francheville;69;Rhône;84;Auvergne-Rhône-Alpes;02/04/2008;;02/04/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;356.18;;;351.79;;;64;;0.0;0.0;0.0;0.0;0.0;;126851;;;;356.18;02/04/2008
ODYNEO FRANCHEVILLE;Francheville;69;Rhône;84;Auvergne-Rhône-Alpes;12/02/2024;;12/02/2024;12/02/2024;VAISE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;125.0;;;120.28;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;46117;;;;125.0;12/02/2024
EK'ATION;Francheville;69;Rhône;84;Auvergne-Rhône-Alpes;12/10/2021;;12/10/2021;12/10/2021;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;98611;;;;100.0;12/10/2021
Agrégation des installations de moins de 36KW;Francheville;69;Rhône;84;Auvergne-Rhône-Alpes;31/10/2007;;31/10/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;261.11;;;229.74;;;61;;0.0;0.0;0.0;0.0;0.0;;151343;;;;261.11;31/10/2007
Agrégation des installations de moins de 36KW;Frontenas;69;Rhône;84;Auvergne-Rhône-Alpes;02/09/2013;;02/09/2013;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;67.75;;;67.75;;;11;;0.0;0.0;0.0;0.0;0.0;;33913;;;;67.75;02/09/2013
Agrégation des installations de moins de 36KW;Frontenas;69;Rhône;84;Auvergne-Rhône-Alpes;21/10/2009;;21/10/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;160.22;;;141.42;;;30;;0.0;0.0;0.0;0.0;0.0;;108495;;;;160.22;21/10/2009
Agrégation des installations de moins de 36KW;Givors;69;Rhône;84;Auvergne-Rhône-Alpes;09/10/2008;;09/10/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;217.3;;;221.94;;;51;;0.0;0.0;0.0;0.0;0.0;;145626;;;;217.3;09/10/2008
Confidentiel;Givors;69;Rhône;84;Auvergne-Rhône-Alpes;22/07/2020;;22/07/2020;02/05/2024;G.BAN;BT;Indirect;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;92082;;;;82.0;22/07/2020
Agrégation des installations de moins de 36KW;Givors;69;Rhône;84;Auvergne-Rhône-Alpes;15/06/2009;;15/06/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;36.42;;;35.92;;;10;;0.0;0.0;0.0;0.0;0.0;;24722;;;;36.42;15/06/2009
Confidentiel;Givors;69;Rhône;84;Auvergne-Rhône-Alpes;16/05/2013;;16/05/2013;12/05/2023;G.BAN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.77;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;95677;;;;82.77;16/05/2013
Confidentiel;Givors;69;Rhône;84;Auvergne-Rhône-Alpes;08/09/2023;;08/09/2023;08/09/2023;G.BAN;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;220.0;;;220.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;1253;;;;220.0;08/09/2023
Confidentiel;Givors;69;Rhône;84;Auvergne-Rhône-Alpes;02/02/2024;;02/02/2024;02/02/2024;G.BAN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;250.0;;;250.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;268898;;;;250.0;02/02/2024
Agrégation des installations de moins de 36KW;Givors;69;Rhône;84;Auvergne-Rhône-Alpes;21/10/2008;;21/10/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;255.14;;;168.92;;;41;;0.0;0.0;0.0;0.0;0.0;;99095;;;;255.14;21/10/2008
Agrégation des installations de moins de 36KW;Givors;69;Rhône;84;Auvergne-Rhône-Alpes;10/03/2009;;10/03/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;246.59;13.0;13.0;241.76;13.0;5;56;;7.76;0.0;0.0;0.0;0.0;;96514;;;;246.59;10/03/2009
Agrégation des installations de moins de 36KW;Gleizé;69;Rhône;84;Auvergne-Rhône-Alpes;14/05/2008;;14/05/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;58.34;;;61.04;;;13;;0.0;0.0;0.0;0.0;0.0;;50142;;;;58.34;14/05/2008
Intermarché de Gleizé;Gleizé;69;Rhône;84;Auvergne-Rhône-Alpes;19/08/2022;;19/08/2022;19/08/2022;;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;192.0;;;;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;192.0;19/08/2022
Agrégation des installations de moins de 36KW;Gleizé;69;Rhône;84;Auvergne-Rhône-Alpes;06/06/2008;;06/06/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;118.05;;;118.65;;;28;;0.0;0.0;0.0;0.0;0.0;;84976;;;;118.05;06/06/2008
Agrégation des installations de moins de 36KW;Gleizé;69;Rhône;84;Auvergne-Rhône-Alpes;06/05/2010;;06/05/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;170.62;;;166.48;;;30;;0.0;0.0;0.0;0.0;0.0;;56840;;;;170.62;06/05/2010
Confidentiel;Gleizé;69;Rhône;84;Auvergne-Rhône-Alpes;27/11/2023;;27/11/2023;21/02/2024;JOUX;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.75;;;99.75;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;93711;;;;99.75;27/11/2023
Agrégation des installations de moins de 36KW;Gleizé;69;Rhône;84;Auvergne-Rhône-Alpes;07/04/2008;;07/04/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;117.99;;;116.67;;;35;;0.0;0.0;0.0;0.0;0.0;;94745;;;;117.99;07/04/2008
Confidentiel;Gleizé;69;Rhône;84;Auvergne-Rhône-Alpes;06/07/2023;;06/07/2023;06/07/2023;;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;160.0;;;;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;160.0;06/07/2023
Confidentiel;Gleizé;69;Rhône;84;Auvergne-Rhône-Alpes;06/09/2024;;06/09/2024;06/09/2024;;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;130.0;;;127.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;3054;;;;130.0;06/09/2024
Agrégation des installations de moins de 36KW;Grandris;69;Rhône;84;Auvergne-Rhône-Alpes;23/09/2008;;23/09/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;112.99;;;113.74;;;27;;0.0;0.0;0.0;0.0;0.0;;82698;;;;112.99;23/09/2008
VALRAS B1;Grandris;69;Rhône;84;Auvergne-Rhône-Alpes;03/02/2022;;03/02/2022;29/11/2022;ALLIE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.82;;;99.82;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;115128;;;;99.82;03/02/2022
GRANDRIS-SALLE POLYVALENTE ET BOULODROME;Grandris;69;Rhône;84;Auvergne-Rhône-Alpes;29/06/2021;;29/06/2021;02/08/2021;ALLIE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;44073;;;;90.0;29/06/2021
Confidentiel;Grandris;69;Rhône;84;Auvergne-Rhône-Alpes;26/03/2019;;26/03/2019;07/07/2021;ALLIE;BT;Direct;BIOEN;Bioénergies;B.MET;;;;COG.V;Cogénération à vapeur;;160.0;;;160.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;1175672;;;;160.0;26/03/2019
FRIGALET ENERGIE;Grandris;69;Rhône;84;Auvergne-Rhône-Alpes;16/05/2024;;16/05/2024;25/06/2024;ALLIE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;191.0;;;191.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;104267;;;;191.0;16/05/2024
Agrégation des installations de moins de 36KW;Grézieu-la-Varenne;69;Rhône;84;Auvergne-Rhône-Alpes;15/04/2010;;15/04/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;297.32;;;282.79;;;59;;0.0;0.0;0.0;0.0;0.0;;111138;;;;297.32;15/04/2010
Agrégation des installations de moins de 36KW;Grézieu-la-Varenne;69;Rhône;84;Auvergne-Rhône-Alpes;24/11/2004;;24/11/2004;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;566.46;;;543.63;;;121;;0.0;0.0;0.0;0.0;0.0;;390342;;;;566.46;24/11/2004
Confidentiel;Grézieu-le-Marché;69;Rhône;84;Auvergne-Rhône-Alpes;09/06/2023;;09/06/2023;09/06/2023;CHAZ5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;11415;;;;100.0;09/06/2023
Agrégation des installations de moins de 36KW;Grézieu-le-Marché;69;Rhône;84;Auvergne-Rhône-Alpes;07/09/2009;;07/09/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;162.1;;;151.9;;;23;;0.0;0.0;0.0;0.0;0.0;;169814;;;;162.1;07/09/2009
Agrégation des installations de moins de 36KW;Grigny;69;Rhône;84;Auvergne-Rhône-Alpes;27/08/2008;;27/08/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;166.23;6.5;6.5;159.63;;1;46;;5.5;0.0;0.0;0.0;0.0;;120457;;;;166.23;27/08/2008
Agrégation des installations de moins de 36KW;Grigny;69;Rhône;84;Auvergne-Rhône-Alpes;28/11/2005;;28/11/2005;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;111.74;;;110.25;;;21;;0.0;0.0;0.0;0.0;0.0;;52150;;;;111.74;28/11/2005
Agrégation des installations de moins de 36KW;Grigny;69;Rhône;84;Auvergne-Rhône-Alpes;17/07/2009;;17/07/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;127.38;;;117.7;;;30;;0.0;0.0;0.0;0.0;0.0;;91668;;;;127.38;17/07/2009
Agrégation des installations de moins de 36KW;Grigny;69;Rhône;84;Auvergne-Rhône-Alpes;22/01/2007;;22/01/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;78.24;3.0;3.0;79.5;3.0;1;22;;1.2;0.0;0.0;0.0;0.0;;51891;;;;78.24;22/01/2007
Confidentiel;Les Haies;69;Rhône;84;Auvergne-Rhône-Alpes;08/12/2020;;08/12/2020;05/07/2021;G.BAN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;98.0;;;98.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;108069;;;;98.0;08/12/2020
Confidentiel;Les Haies;69;Rhône;84;Auvergne-Rhône-Alpes;23/11/2017;;23/11/2017;07/07/2021;G.BAN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;114673;;;;90.0;23/11/2017
Agrégation des installations de moins de 36KW;Les Haies;69;Rhône;84;Auvergne-Rhône-Alpes;22/08/2007;;22/08/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;171.23;;;162.03;;;35;;0.0;0.0;0.0;0.0;0.0;;163229;;;;171.23;22/08/2007
Confidentiel;Les Halles;69;Rhône;84;Auvergne-Rhône-Alpes;28/09/2011;;28/09/2011;05/07/2021;CHAZ5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;213.0;;;213.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;272881;;;;213.0;28/09/2011
Confidentiel;Les Halles;69;Rhône;84;Auvergne-Rhône-Alpes;05/10/2016;;05/10/2016;07/07/2021;CHAZ5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.0;;;99.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;108610;;;;99.0;05/10/2016
Agrégation des installations de moins de 36KW;Les Halles;69;Rhône;84;Auvergne-Rhône-Alpes;13/01/2009;;13/01/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;79.02;;;85.01;;;18;;0.0;0.0;0.0;0.0;0.0;;58554;;;;79.02;13/01/2009
ÉLEVAGE DE CERFS;Haute-Rivoire;69;Rhône;84;Auvergne-Rhône-Alpes;07/02/2022;;07/02/2022;29/04/2022;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;103196;;;;90.0;07/02/2022
COMPLEXE SPORTIF;Haute-Rivoire;69;Rhône;84;Auvergne-Rhône-Alpes;17/09/2018;;17/09/2018;01/07/2023;CHAZ5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;70.0;;;70.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;87575;;;;70.0;17/09/2018
Agrégation des installations de moins de 36KW;Haute-Rivoire;69;Rhône;84;Auvergne-Rhône-Alpes;28/03/2008;;28/03/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;257.26;6.0;6.0;275.3;6.0;1;49;;5.0;0.0;0.0;0.0;0.0;;244298;;;;257.26;28/03/2008
Confidentiel;Haute-Rivoire;69;Rhône;84;Auvergne-Rhône-Alpes;11/03/2021;;11/03/2021;12/01/2024;CHAZ5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;108110;;;;90.0;11/03/2021
Confidentiel;Haute-Rivoire;69;Rhône;84;Auvergne-Rhône-Alpes;09/09/2024;;09/09/2024;09/09/2024;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;249.9;;;249.9;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;15302;;;;249.9;09/09/2024
