Date;Code INSEE département;Département;TMin (°C);TMax (°C);TMoy (°C)
2020-05-07;69;Rhône;10.0;25.1;17.55
2022-03-09;69;Rhône;1.2;14.95;8.07
2018-12-03;69;Rhône;9.65;15.5;12.58
2022-03-11;69;Rhône;9.1;15.9;12.5
2018-12-04;69;Rhône;8.85;14.9;11.88
2021-12-29;69;Rhône;8.7;13.1;10.9
2022-03-13;69;Rhône;8.35;13.95;11.15
2020-05-19;69;Rhône;14.2;25.9;20.05
2022-03-14;69;Rhône;2.3;12.5;7.4
2020-05-21;69;Rhône;14.15;28.15;21.15
2021-11-02;69;Rhône;8.9;14.4;11.65
2022-03-17;69;Rhône;7.5;13.7;10.6
2022-03-19;69;Rhône;3.0;15.2;9.1
2020-05-24;69;Rhône;7.65;21.15;14.4
2018-12-12;69;Rhône;-2.5;0.2;-1.15
2020-05-25;69;Rhône;10.55;23.85;17.2
2020-05-28;69;Rhône;11.85;26.15;19.0
2019-04-30;69;Rhône;5.45;18.4;11.92
2019-07-30;69;Rhône;16.9;26.2;21.55
2021-11-11;69;Rhône;3.3;8.8;6.05
2019-07-31;69;Rhône;17.2;24.95;21.08
2019-05-02;69;Rhône;8.35;18.1;13.22
2020-05-29;69;Rhône;13.0;25.25;19.12
2020-06-01;69;Rhône;14.55;27.45;21.0
2020-06-02;69;Rhône;16.2;28.65;22.42
2019-05-05;69;Rhône;3.5;10.5;7.0
2019-08-04;69;Rhône;16.05;32.15;24.1
2019-05-08;69;Rhône;10.2;15.4;12.8
2022-04-02;69;Rhône;0.1;3.5;1.8
2019-08-08;69;Rhône;17.8;30.45;24.12
2022-04-03;69;Rhône;0.5;6.4;3.45
2020-06-08;69;Rhône;10.95;20.15;15.55
2022-04-04;69;Rhône;-1.2;10.55;4.68
2020-06-11;69;Rhône;11.15;23.85;17.5
2022-04-06;69;Rhône;7.25;15.4;11.32
2020-06-12;69;Rhône;15.25;20.8;18.02
2019-08-12;69;Rhône;14.55;23.7;19.12
2019-08-13;69;Rhône;14.25;22.65;18.45
2019-05-15;69;Rhône;7.5;17.55;12.52
2022-04-10;69;Rhône;-0.65;14.6;6.98
2019-08-16;69;Rhône;12.9;26.15;19.53
2021-11-28;69;Rhône;0.85;4.8;2.82
2020-06-17;69;Rhône;13.75;21.85;17.8
2019-08-18;69;Rhône;21.35;31.25;26.3
2021-11-29;69;Rhône;1.5;3.7;2.6
2022-04-13;69;Rhône;9.7;20.75;15.23
2022-01-01;69;Rhône;1.6;10.0;5.8
2019-05-21;69;Rhône;12.65;20.35;16.5
2020-06-21;69;Rhône;13.55;26.15;19.85
2022-01-05;69;Rhône;2.65;5.35;4.0
2019-08-23;69;Rhône;14.2;26.95;20.58
2019-04-29;69;Rhône;5.8;14.05;9.93
2022-04-19;69;Rhône;5.85;20.85;13.35
2019-08-25;69;Rhône;16.4;31.3;23.85
2019-08-26;69;Rhône;15.95;31.8;23.88
2020-06-26;69;Rhône;18.8;30.4;24.6
2019-08-27;69;Rhône;19.0;29.8;24.4
2019-05-03;69;Rhône;9.0;17.45;13.22
2019-08-29;69;Rhône;18.75;28.95;23.85
2020-06-29;69;Rhône;18.0;27.15;22.58
2019-05-07;69;Rhône;2.65;20.85;11.75
2020-07-03;69;Rhône;15.55;24.7;20.12
2019-05-09;69;Rhône;8.65;17.7;13.18
2019-06-04;69;Rhône;17.0;29.55;23.28
2022-04-27;69;Rhône;5.25;19.85;12.55
2019-05-10;69;Rhône;10.3;21.0;15.65
2022-04-29;69;Rhône;8.15;22.15;15.15
2019-05-16;69;Rhône;5.6;18.6;12.1
2019-09-09;69;Rhône;7.45;19.05;13.25
2019-09-11;69;Rhône;10.55;23.45;17.0
2019-06-11;69;Rhône;12.0;14.65;13.32
2019-05-20;69;Rhône;12.9;17.8;15.35
2019-09-13;69;Rhône;11.7;28.45;20.08
2020-07-14;69;Rhône;15.05;29.0;22.02
2022-05-08;69;Rhône;12.2;22.6;17.4
2019-06-17;69;Rhône;13.2;27.35;20.27
2022-05-11;69;Rhône;16.0;28.95;22.48
2019-06-21;69;Rhône;16.65;24.1;20.38
2019-09-22;69;Rhône;15.8;27.1;21.45
2020-07-23;69;Rhône;17.2;31.1;24.15
2022-05-15;69;Rhône;12.7;29.2;20.95
2019-05-29;69;Rhône;10.5;19.55;15.02
2020-07-24;69;Rhône;19.75;30.85;25.3
2021-03-27;69;Rhône;7.25;13.2;10.22
2019-06-02;69;Rhône;16.75;31.4;24.08
2020-07-30;69;Rhône;19.45;37.25;28.35
2020-07-31;69;Rhône;22.85;39.5;31.18
2019-06-30;69;Rhône;25.35;36.55;30.95
2020-08-02;69;Rhône;19.9;26.45;23.17
2019-10-04;69;Rhône;6.35;17.7;12.02
2019-07-05;69;Rhône;19.25;34.9;27.08
2021-04-06;69;Rhône;0.8;7.6;4.2
2019-06-12;69;Rhône;10.6;22.6;16.6
2019-07-06;69;Rhône;21.75;33.25;27.5
2021-04-07;69;Rhône;-0.5;7.8;3.65
2020-08-07;69;Rhône;17.65;35.75;26.7
2019-10-10;69;Rhône;9.15;18.3;13.72
2021-04-08;69;Rhône;-2.65;16.25;6.8
2020-08-09;69;Rhône;20.1;36.85;28.48
2019-10-13;69;Rhône;18.0;25.1;21.55
2021-04-11;69;Rhône;8.75;16.15;12.45
2021-04-12;69;Rhône;4.0;10.45;7.22
2021-04-14;69;Rhône;0.1;12.55;6.32
2020-08-13;69;Rhône;21.55;30.75;26.15
2020-08-17;69;Rhône;18.05;28.75;23.4
2021-04-18;69;Rhône;4.6;12.6;8.6
2019-06-24;69;Rhône;17.65;32.0;24.83
2019-06-25;69;Rhône;20.85;34.6;27.72
2020-08-20;69;Rhône;22.55;33.55;28.05
2019-05-01;69;Rhône;7.05;20.0;13.52
2021-04-22;69;Rhône;6.95;20.7;13.82
2019-06-28;69;Rhône;23.95;34.95;29.45
2019-05-04;69;Rhône;4.4;14.4;9.4
2019-07-01;69;Rhône;22.15;34.8;28.48
2019-10-25;69;Rhône;9.0;18.15;13.58
2020-08-25;69;Rhône;14.0;33.25;23.62
2021-04-27;69;Rhône;11.4;22.0;16.7
2019-07-04;69;Rhône;19.7;31.4;25.55
2021-04-28;69;Rhône;13.1;17.35;15.22
2019-05-11;69;Rhône;12.85;18.2;15.52
2021-04-30;69;Rhône;8.0;10.95;9.48
2019-11-02;69;Rhône;12.9;18.65;15.78
2019-11-03;69;Rhône;11.35;14.2;12.77
2021-05-05;69;Rhône;8.9;16.45;12.68
2019-05-18;69;Rhône;9.9;19.7;14.8
2019-05-19;69;Rhône;11.3;17.8;14.55
2021-05-08;69;Rhône;7.3;25.2;16.25
2021-05-12;69;Rhône;7.1;18.65;12.88
2020-12-24;69;Rhône;7.65;10.7;9.18
2019-05-24;69;Rhône;12.45;24.9;18.68
2021-05-14;69;Rhône;9.4;17.3;13.35
2020-12-27;69;Rhône;-2.35;7.95;2.8
2019-05-28;69;Rhône;12.75;18.25;15.5
2020-12-30;69;Rhône;0.85;5.1;2.97
2021-05-18;69;Rhône;7.9;16.05;11.98
2019-05-30;69;Rhône;8.45;22.9;15.68
2019-05-31;69;Rhône;12.0;26.1;19.05
2019-06-01;69;Rhône;13.9;29.4;21.65
2021-01-03;69;Rhône;0.5;1.8;1.15
2019-06-03;69;Rhône;17.6;27.95;22.78
2021-01-04;69;Rhône;-1.3;1.35;0.03
2019-11-24;69;Rhône;8.65;10.1;9.38
2019-11-25;69;Rhône;6.1;11.45;8.77
2021-05-24;69;Rhône;10.3;19.95;15.12
2019-06-06;69;Rhône;10.5;20.95;15.73
2019-11-29;69;Rhône;8.1;12.0;10.05
2019-06-09;69;Rhône;13.1;15.75;14.42
2019-06-10;69;Rhône;13.05;16.5;14.77
2021-01-12;69;Rhône;-5.3;3.9;-0.7
2019-12-01;69;Rhône;5.85;9.05;7.45
2019-12-02;69;Rhône;3.65;6.1;4.88
2019-06-14;69;Rhône;14.95;22.45;18.7
2019-03-29;69;Rhône;3.2;19.7;11.45
2019-06-19;69;Rhône;18.55;30.15;24.35
2019-03-31;69;Rhône;4.45;20.95;12.7
2019-04-03;69;Rhône;3.7;11.0;7.35
2021-01-26;69;Rhône;-2.55;5.45;1.45
2021-06-14;69;Rhône;15.85;31.0;23.42
2019-12-17;69;Rhône;11.9;18.3;15.1
2019-04-09;69;Rhône;3.95;17.4;10.68
2019-12-19;69;Rhône;9.2;17.3;13.25
2021-02-05;69;Rhône;5.7;15.35;10.52
2019-12-23;69;Rhône;6.25;10.55;8.4
2019-04-15;69;Rhône;0.4;18.2;9.3
2019-07-07;69;Rhône;18.75;31.4;25.08
2021-06-27;69;Rhône;18.55;30.05;24.3
2021-06-30;69;Rhône;12.3;23.15;17.73
2020-01-01;69;Rhône;-0.9;0.55;-0.18
2021-02-16;69;Rhône;5.9;12.0;8.95
2021-07-03;69;Rhône;19.5;22.9;21.2
2021-07-05;69;Rhône;17.7;29.4;23.55
2019-04-02;69;Rhône;6.15;19.8;12.98
2021-02-19;69;Rhône;9.55;15.7;12.62
2021-02-20;69;Rhône;10.3;16.85;13.58
2021-02-21;69;Rhône;8.0;18.65;13.32
2019-04-08;69;Rhône;7.0;15.55;11.28
2020-01-12;69;Rhône;-0.3;8.35;4.03
2018-11-16;69;Rhône;5.6;10.05;7.82
2021-02-25;69;Rhône;7.35;21.35;14.35
2021-07-14;69;Rhône;12.95;17.1;15.02
2021-07-15;69;Rhône;15.6;18.65;17.12
2018-11-17;69;Rhône;7.25;8.45;7.85
2019-04-14;69;Rhône;0.9;10.75;5.82
2018-11-22;69;Rhône;1.7;11.55;6.62
2021-07-19;69;Rhône;17.25;30.25;23.75
2021-03-08;69;Rhône;4.25;12.55;8.4
2021-07-28;69;Rhône;17.35;27.25;22.3
2019-04-25;69;Rhône;9.0;20.55;14.78
2021-03-15;69;Rhône;4.75;10.3;7.52
2021-07-31;69;Rhône;15.55;24.3;19.92
2021-10-01;69;Rhône;7.05;24.5;15.78
2018-12-08;69;Rhône;4.75;12.25;8.5
2018-12-09;69;Rhône;8.65;12.1;10.38
2020-02-03;69;Rhône;9.15;20.0;14.58
2021-10-06;69;Rhône;9.05;16.2;12.62
2019-03-30;69;Rhône;5.4;19.65;12.52
2021-03-23;69;Rhône;0.7;12.55;6.62
2019-07-18;69;Rhône;17.15;30.0;23.58
2019-07-22;69;Rhône;21.65;34.5;28.08
2020-02-12;69;Rhône;3.0;11.65;7.32
2021-10-17;69;Rhône;2.8;19.2;11.0
2020-02-04;69;Rhône;5.15;8.7;6.92
2021-10-18;69;Rhône;5.2;20.25;12.72
2019-04-11;69;Rhône;9.7;15.35;12.52
2019-04-12;69;Rhône;4.5;14.9;9.7
2020-02-18;69;Rhône;2.15;11.0;6.58
2020-02-07;69;Rhône;-0.1;13.85;6.88
2020-02-19;69;Rhône;4.2;9.0;6.6
2020-02-08;69;Rhône;1.9;13.75;7.82
2020-02-21;69;Rhône;6.45;11.1;8.77
2021-10-24;69;Rhône;2.1;20.6;11.35
2021-10-26;69;Rhône;9.2;17.15;13.18
2021-10-27;69;Rhône;7.45;14.9;11.18
2021-10-30;69;Rhône;11.95;18.2;15.08
2020-02-29;69;Rhône;9.0;13.75;11.38
2022-02-15;69;Rhône;4.55;9.65;7.1
2020-03-03;69;Rhône;3.25;10.35;6.8
2021-08-03;69;Rhône;14.35;23.2;18.77
2022-02-19;69;Rhône;4.45;10.35;7.4
2022-02-21;69;Rhône;6.5;9.55;8.02
2022-02-22;69;Rhône;6.15;11.75;8.95
2020-03-09;69;Rhône;5.75;11.65;8.7
2020-03-10;69;Rhône;2.8;9.65;6.22
2022-02-24;69;Rhône;3.5;14.75;9.12
2021-08-13;69;Rhône;18.25;31.15;24.7
2022-02-28;69;Rhône;-0.65;13.65;6.5
2021-08-15;69;Rhône;21.85;34.75;28.3
2022-03-01;69;Rhône;-0.55;14.55;7.0
2021-08-17;69;Rhône;15.55;23.0;19.27
2022-03-06;69;Rhône;-2.05;8.8;3.38
2021-08-21;69;Rhône;16.2;31.45;23.83
2020-03-21;69;Rhône;6.95;19.0;12.98
2022-03-08;69;Rhône;-1.15;13.25;6.05
2022-03-10;69;Rhône;2.85;15.4;9.12
2022-03-12;69;Rhône;8.85;12.15;10.5
2022-03-15;69;Rhône;9.7;17.1;13.4
2022-03-16;69;Rhône;9.0;18.05;13.52
2020-03-29;69;Rhône;4.15;10.25;7.2
2021-09-01;69;Rhône;12.0;24.7;18.35
2022-03-24;69;Rhône;2.0;20.75;11.38
2020-04-05;69;Rhône;8.25;21.5;14.88
2022-03-26;69;Rhône;4.15;20.3;12.22
2020-04-07;69;Rhône;7.4;23.2;15.3
2021-09-09;69;Rhône;19.45;23.9;21.67
2020-04-10;69;Rhône;8.2;25.4;16.8
2020-04-12;69;Rhône;9.0;21.25;15.12
2022-04-01;69;Rhône;0.7;4.3;2.5
2021-09-13;69;Rhône;13.9;29.65;21.78
2021-09-17;69;Rhône;15.3;24.25;19.77
2021-12-12;69;Rhône;-2.75;5.85;1.55
2022-04-11;69;Rhône;4.25;17.9;11.08
2022-04-12;69;Rhône;12.35;19.3;15.82
2020-04-26;69;Rhône;13.9;20.65;17.27
2020-05-03;69;Rhône;11.5;21.1;16.3
2022-04-22;69;Rhône;6.7;21.25;13.98
2021-12-23;69;Rhône;-2.3;12.2;4.95
2022-04-23;69;Rhône;10.4;17.8;14.1
2022-04-24;69;Rhône;8.05;16.95;12.5
2021-12-27;69;Rhône;3.4;11.05;7.22
2021-12-28;69;Rhône;9.05;12.35;10.7
2020-05-10;69;Rhône;14.8;23.3;19.05
2021-12-31;69;Rhône;5.55;14.25;9.9
2020-05-12;69;Rhône;6.4;11.85;9.12
2020-05-15;69;Rhône;11.1;15.7;13.4
2022-05-05;69;Rhône;11.9;19.1;15.5
2021-11-05;69;Rhône;4.7;10.35;7.52
2022-05-06;69;Rhône;9.6;19.35;14.48
2022-05-09;69;Rhône;9.7;24.85;17.27
2022-05-10;69;Rhône;11.2;27.5;19.35
2021-11-10;69;Rhône;2.75;6.25;4.5
2021-11-13;69;Rhône;2.25;9.6;5.93
2022-05-14;69;Rhône;13.0;26.2;19.6
2021-11-15;69;Rhône;7.6;9.75;8.67
2021-11-16;69;Rhône;7.0;8.45;7.72
2021-11-17;69;Rhône;5.55;7.5;6.52
2021-11-18;69;Rhône;4.05;11.65;7.85
2021-11-19;69;Rhône;4.85;8.45;6.65
2022-05-24;69;Rhône;15.15;21.85;18.5
2022-05-25;69;Rhône;11.95;23.1;17.52
2021-11-26;69;Rhône;1.2;4.55;2.88
2022-06-05;69;Rhône;17.6;27.55;22.58
2022-06-08;69;Rhône;13.65;24.0;18.82
2022-06-13;69;Rhône;18.65;27.2;22.92
2022-01-13;69;Rhône;-2.6;1.4;-0.6
2022-01-18;69;Rhône;1.55;4.1;2.82
2022-06-21;69;Rhône;22.35;34.0;28.17
2022-01-21;69;Rhône;0.35;4.95;2.65
2022-06-23;69;Rhône;17.25;28.85;23.05
2022-01-27;69;Rhône;-3.3;0.15;-1.58
2022-06-29;69;Rhône;17.6;28.45;23.02
2022-01-31;69;Rhône;3.0;8.15;5.58
2022-07-12;69;Rhône;17.1;30.7;23.9
2022-05-26;69;Rhône;11.75;23.3;17.52
2021-08-16;69;Rhône;19.0;23.7;21.35
2022-05-29;69;Rhône;10.45;20.95;15.7
2021-08-19;69;Rhône;15.0;23.75;19.38
2022-05-30;69;Rhône;10.55;23.5;17.02
2022-05-31;69;Rhône;12.9;19.45;16.17
2021-08-22;69;Rhône;20.5;26.7;23.6
2022-06-04;69;Rhône;17.0;33.8;25.4
2021-08-29;69;Rhône;12.45;22.35;17.4
2021-08-31;69;Rhône;13.4;23.95;18.67
2021-09-02;69;Rhône;12.7;27.8;20.25
2022-06-14;69;Rhône;13.35;30.65;22.0
2021-09-07;69;Rhône;16.3;30.3;23.3
2022-06-16;69;Rhône;20.3;33.55;26.92
2021-09-10;69;Rhône;17.5;24.2;20.85
2021-09-12;69;Rhône;12.95;26.8;19.88
2021-09-18;69;Rhône;13.05;25.05;19.05
2022-06-28;69;Rhône;15.85;25.4;20.62
2022-06-30;69;Rhône;14.6;31.05;22.82
2022-07-03;69;Rhône;17.0;31.3;24.15
2022-01-10;69;Rhône;2.05;6.25;4.15
2022-07-06;69;Rhône;16.45;26.55;21.5
2022-01-12;69;Rhône;-1.6;1.2;-0.2
2022-07-09;69;Rhône;15.3;27.8;21.55
2022-01-14;69;Rhône;-5.6;2.55;-1.52
2022-01-15;69;Rhône;-4.7;-1.6;-3.15
2022-07-11;69;Rhône;15.2;28.6;21.9
2022-01-19;69;Rhône;-4.7;2.35;-1.17
2022-01-20;69;Rhône;0.8;5.45;3.12
2022-07-16;69;Rhône;17.3;30.35;23.82
2022-01-26;69;Rhône;-4.2;-0.1;-2.15
2022-07-22;69;Rhône;17.8;36.45;27.12
2022-01-28;69;Rhône;-2.45;3.85;0.7
2021-09-27;69;Rhône;13.4;25.4;19.4
2022-07-15;69;Rhône;20.6;31.5;26.05
2022-07-30;69;Rhône;16.45;31.4;23.92
2022-07-31;69;Rhône;17.15;33.1;25.12
2022-07-19;69;Rhône;22.15;38.1;30.12
2021-12-01;69;Rhône;0.45;7.4;3.92
2022-07-23;69;Rhône;21.7;29.3;25.5
2021-12-14;69;Rhône;0.65;1.85;1.25
2021-12-05;69;Rhône;2.35;7.0;4.68
2022-07-27;69;Rhône;17.3;28.35;22.83
2021-12-07;69;Rhône;1.45;9.6;5.52
2021-12-09;69;Rhône;2.4;7.4;4.9
2021-09-20;69;Rhône;13.4;16.4;14.9
2020-02-10;69;Rhône;11.3;17.9;14.6
2021-09-22;69;Rhône;10.85;19.7;15.27
2020-02-15;69;Rhône;0.35;17.55;8.95
2021-11-01;69;Rhône;9.9;14.4;12.15
2021-11-04;69;Rhône;5.2;11.15;8.18
2021-11-08;69;Rhône;7.05;10.85;8.95
2020-02-25;69;Rhône;4.0;12.95;8.48
2021-09-23;69;Rhône;10.75;24.95;17.85
2022-04-07;69;Rhône;9.5;13.9;11.7
2021-11-22;69;Rhône;4.05;6.65;5.35
2021-11-24;69;Rhône;0.55;8.35;4.45
2021-11-30;69;Rhône;-2.25;6.05;1.9
2022-01-03;69;Rhône;3.85;14.2;9.02
2022-01-08;69;Rhône;1.95;7.45;4.7
2022-01-24;69;Rhône;-2.6;7.65;2.53
2022-01-25;69;Rhône;-4.8;8.05;1.63
2022-05-18;69;Rhône;15.05;31.8;23.42
2022-05-23;69;Rhône;17.95;28.9;23.42
2018-01-03;69;Rhône;7.15;16.75;11.95
2018-01-04;69;Rhône;6.85;15.55;11.2
2018-01-06;69;Rhône;6.8;15.8;11.3
2022-06-03;69;Rhône;16.7;31.35;24.02
2018-04-01;69;Rhône;6.3;13.6;9.95
2018-01-17;69;Rhône;4.05;8.2;6.12
2022-06-09;69;Rhône;14.0;22.0;18.0
2018-05-10;69;Rhône;14.2;16.55;15.38
2018-01-19;69;Rhône;5.75;9.6;7.68
2018-01-20;69;Rhône;3.0;9.95;6.48
2018-05-14;69;Rhône;7.25;12.0;9.62
2018-05-15;69;Rhône;10.8;17.8;14.3
2022-06-17;69;Rhône;18.9;34.1;26.5
2018-01-25;69;Rhône;9.6;13.35;11.48
2018-01-27;69;Rhône;4.75;8.55;6.65
2018-01-30;69;Rhône;7.1;8.75;7.92
2018-02-02;69;Rhône;-0.5;6.55;3.02
2018-02-03;69;Rhône;0.4;5.8;3.1
2022-06-27;69;Rhône;17.35;22.65;20.0
2018-02-04;69;Rhône;-0.5;5.6;2.55
2018-05-26;69;Rhône;18.1;29.5;23.8
2018-05-28;69;Rhône;16.4;23.35;19.88
2018-06-01;69;Rhône;13.85;24.5;19.18
2018-06-02;69;Rhône;14.9;26.55;20.72
2018-06-03;69;Rhône;17.6;26.55;22.08
2022-07-08;69;Rhône;15.15;26.25;20.7
2018-02-16;69;Rhône;7.45;10.15;8.8
2022-07-10;69;Rhône;17.0;27.7;22.35
2018-04-17;69;Rhône;8.55;22.6;15.58
2018-06-08;69;Rhône;16.7;25.95;21.33
2018-06-09;69;Rhône;16.95;28.6;22.78
2018-02-21;69;Rhône;-1.0;4.05;1.52
2018-08-09;69;Rhône;19.1;24.85;21.98
2018-06-13;69;Rhône;15.4;20.65;18.02
2022-07-17;69;Rhône;17.1;32.0;24.55
2018-04-22;69;Rhône;13.5;28.3;20.9
2018-04-23;69;Rhône;14.8;21.4;18.1
2018-06-14;69;Rhône;12.05;22.5;17.28
2022-07-20;69;Rhône;22.6;36.6;29.6
2018-06-15;69;Rhône;15.25;24.75;20.0
2018-04-26;69;Rhône;11.8;18.15;14.98
2018-06-17;69;Rhône;17.25;23.1;20.18
2018-04-27;69;Rhône;6.0;25.6;15.8
2022-07-26;69;Rhône;20.4;28.55;24.48
2018-04-30;69;Rhône;8.8;17.25;13.02
2018-06-20;69;Rhône;17.7;30.8;24.25
2022-07-29;69;Rhône;19.95;28.25;24.1
2018-08-20;69;Rhône;17.2;30.35;23.78
2018-05-06;69;Rhône;12.8;26.9;19.85
2018-05-07;69;Rhône;15.0;27.75;21.38
2018-08-26;69;Rhône;10.2;22.9;16.55
2018-05-09;69;Rhône;14.85;23.7;19.27
2018-08-27;69;Rhône;11.15;28.85;20.0
2018-08-30;69;Rhône;14.6;21.55;18.08
2018-07-23;69;Rhône;18.55;30.05;24.3
2018-05-16;69;Rhône;11.0;19.1;15.05
2018-01-14;69;Rhône;3.4;8.95;6.17
2018-02-25;69;Rhône;-0.95;3.0;1.02
2018-05-18;69;Rhône;12.0;22.5;17.25
2018-07-29;69;Rhône;17.8;32.25;25.02
2018-02-27;69;Rhône;-8.3;-2.05;-5.18
2018-03-02;69;Rhône;3.1;11.0;7.05
2018-05-23;69;Rhône;14.6;21.55;18.08
2018-03-03;69;Rhône;3.2;13.55;8.38
2018-01-21;69;Rhône;6.3;9.05;7.68
2018-08-05;69;Rhône;24.5;35.65;30.08
2018-03-06;69;Rhône;6.95;12.25;9.6
2018-08-06;69;Rhône;22.2;36.05;29.12
2018-04-05;69;Rhône;8.75;15.7;12.22
2018-04-07;69;Rhône;11.0;20.9;15.95
2018-01-26;69;Rhône;4.2;5.9;5.05
2018-03-09;69;Rhône;9.55;15.55;12.55
2018-05-30;69;Rhône;16.1;23.85;19.98
2018-04-08;69;Rhône;9.9;19.95;14.92
2018-03-13;69;Rhône;7.45;11.5;9.48
2018-03-15;69;Rhône;7.05;12.15;9.6
2018-03-16;69;Rhône;5.3;16.5;10.9
2018-04-14;69;Rhône;10.55;16.35;13.45
2018-06-06;69;Rhône;16.6;25.9;21.25
2018-01-08;69;Rhône;6.35;8.3;7.32
2018-03-19;69;Rhône;1.45;8.55;5.0
2018-01-10;69;Rhône;6.85;10.5;8.68
2018-06-10;69;Rhône;19.3;29.35;24.33
2018-01-13;69;Rhône;0.75;9.8;5.28
2018-02-11;69;Rhône;0.3;4.6;2.45
2018-01-07;69;Rhône;6.0;8.5;7.25
2018-01-16;69;Rhône;7.35;11.45;9.4
2018-01-18;69;Rhône;3.45;9.95;6.7
2018-02-15;69;Rhône;2.55;11.35;6.95
2018-06-18;69;Rhône;12.95;24.4;18.68
2018-06-19;69;Rhône;15.95;28.0;21.98
2018-02-17;69;Rhône;7.55;12.05;9.8
2018-04-04;69;Rhône;9.7;16.15;12.92
2018-04-15;69;Rhône;8.55;20.05;14.3
2018-06-22;69;Rhône;12.5;22.55;17.52
2018-01-15;69;Rhône;1.0;10.5;5.75
2018-06-23;69;Rhône;11.5;23.85;17.68
2018-02-20;69;Rhône;2.15;7.25;4.7
2018-06-24;69;Rhône;14.45;24.65;19.55
2018-06-25;69;Rhône;13.85;26.2;20.03
2018-02-23;69;Rhône;-2.65;3.8;0.58
2018-02-24;69;Rhône;-2.6;5.05;1.22
2018-06-27;69;Rhône;16.6;29.1;22.85
2018-04-21;69;Rhône;12.6;28.6;20.6
2018-06-29;69;Rhône;15.7;28.6;22.15
2018-01-23;69;Rhône;6.65;12.05;9.35
2018-03-01;69;Rhône;-1.4;8.0;3.3
2018-02-05;69;Rhône;0.3;1.65;0.98
2018-04-25;69;Rhône;12.1;26.65;19.38
2018-07-04;69;Rhône;17.4;31.9;24.65
2018-02-06;69;Rhône;0.9;7.75;4.32
2018-01-28;69;Rhône;4.6;10.9;7.75
2018-07-08;69;Rhône;18.1;28.75;23.42
2018-01-31;69;Rhône;6.4;11.9;9.15
2018-02-01;69;Rhône;5.1;9.2;7.15
2018-05-02;69;Rhône;9.55;17.45;13.5
2018-03-10;69;Rhône;9.25;17.75;13.5
2018-05-04;69;Rhône;13.2;20.55;16.88
2018-07-11;69;Rhône;14.4;24.35;19.38
2018-07-12;69;Rhône;13.8;27.35;20.58
2018-03-12;69;Rhône;8.9;13.5;11.2
2018-02-14;69;Rhône;0.4;6.8;3.6
2018-02-07;69;Rhône;-0.2;1.15;0.48
2018-07-16;69;Rhône;15.7;30.6;23.15
2018-03-14;69;Rhône;0.9;16.6;8.75
2018-02-08;69;Rhône;-0.15;2.45;1.15
2018-07-15;69;Rhône;17.7;31.45;24.58
2018-07-19;69;Rhône;17.55;32.4;24.98
2018-07-30;69;Rhône;19.65;32.4;26.02
2018-02-12;69;Rhône;0.5;5.4;2.95
2018-02-22;69;Rhône;-0.1;2.15;1.02
2018-02-13;69;Rhône;-4.35;5.45;0.55
2018-03-23;69;Rhône;3.15;9.25;6.2
2018-07-25;69;Rhône;19.45;33.3;26.38
2018-08-04;69;Rhône;23.45;36.35;29.9
2018-03-25;69;Rhône;5.25;14.55;9.9
2018-02-28;69;Rhône;-10.1;1.0;-4.55
2018-07-27;69;Rhône;21.25;35.9;28.58
2018-01-01;69;Rhône;5.95;9.55;7.75
2018-01-02;69;Rhône;5.3;10.25;7.78
2018-04-16;69;Rhône;8.2;19.85;14.02
2018-03-30;69;Rhône;4.8;11.75;8.28
2018-04-06;69;Rhône;3.1;22.0;12.55
2018-01-05;69;Rhône;10.75;15.4;13.08
2018-04-19;69;Rhône;12.35;27.35;19.85
2018-04-09;69;Rhône;11.85;17.6;14.72
2018-01-09;69;Rhône;4.45;9.9;7.18
2018-04-11;69;Rhône;7.25;15.1;11.18
2018-01-11;69;Rhône;2.75;10.65;6.7
2018-04-24;69;Rhône;11.25;25.0;18.12
2018-03-11;69;Rhône;11.85;18.6;15.22
2018-01-12;69;Rhône;4.65;7.1;5.88
2018-08-11;69;Rhône;14.1;26.5;20.3
2018-03-18;69;Rhône;2.35;8.55;5.45
2018-05-01;69;Rhône;7.7;14.3;11.0
2018-08-16;69;Rhône;16.4;32.2;24.3
2018-05-11;69;Rhône;9.85;24.4;17.12
2018-03-20;69;Rhône;0.8;6.35;3.58
2018-05-13;69;Rhône;7.3;9.25;8.28
2018-01-22;69;Rhône;6.95;14.55;10.75
2018-03-21;69;Rhône;0.45;7.8;4.12
2018-05-05;69;Rhône;13.15;24.3;18.73
2018-08-21;69;Rhône;19.2;31.25;25.22
2018-01-24;69;Rhône;5.85;14.85;10.35
2018-05-20;69;Rhône;11.0;23.4;17.2
2018-03-28;69;Rhône;7.75;16.4;12.08
2018-01-29;69;Rhône;5.25;8.5;6.88
2018-03-29;69;Rhône;7.5;14.9;11.2
2018-07-05;69;Rhône;17.85;26.35;22.1
2018-04-02;69;Rhône;2.9;15.1;9.0
2018-07-06;69;Rhône;17.4;26.6;22.0
2018-05-27;69;Rhône;18.85;28.0;23.42
2018-05-29;69;Rhône;16.0;25.6;20.8
2018-04-18;69;Rhône;9.8;26.95;18.38
2018-08-02;69;Rhône;20.65;33.3;26.98
2018-04-20;69;Rhône;11.75;27.75;19.75
2018-02-09;69;Rhône;1.25;5.85;3.55
2018-07-14;69;Rhône;18.4;32.6;25.5
