Date;Code INSEE département;Département;TMin (°C);TMax (°C);TMoy (°C)
2023-11-12;69;Rhône;6.05;15.05;10.55
2023-11-18;69;Rhône;2.8;12.0;7.4
2023-11-20;69;Rhône;4.7;11.15;7.93
2023-11-21;69;Rhône;6.85;11.1;8.98
2023-11-02;69;Rhône;10.2;14.5;12.35
2023-11-06;69;Rhône;10.05;15.6;12.82
2023-11-09;69;Rhône;9.25;12.0;10.62
2023-11-11;69;Rhône;5.05;13.65;9.35
2023-11-13;69;Rhône;10.65;17.25;13.95
2023-11-16;69;Rhône;5.25;15.45;10.35
2023-11-27;69;Rhône;0.05;6.85;3.45
2023-11-03;69;Rhône;6.5;12.75;9.62
2023-11-07;69;Rhône;7.55;14.05;10.8
2023-11-08;69;Rhône;2.25;14.6;8.43
2023-11-24;69;Rhône;6.2;11.0;8.6
2023-11-26;69;Rhône;0.15;6.6;3.38
2023-11-29;69;Rhône;-2.35;7.0;2.32
2023-11-14;69;Rhône;13.5;17.7;15.6
2023-11-15;69;Rhône;7.5;15.05;11.28
2023-11-17;69;Rhône;7.25;12.0;9.62
2023-11-22;69;Rhône;5.55;10.2;7.88
2023-11-23;69;Rhône;0.25;8.1;4.18
2023-11-19;69;Rhône;7.1;16.4;11.75
2023-11-04;69;Rhône;8.15;13.1;10.62
2023-11-25;69;Rhône;2.7;5.75;4.22
2023-11-28;69;Rhône;4.05;8.8;6.42
2023-11-30;69;Rhône;3.6;12.25;7.92
2023-12-05;69;Rhône;4.7;9.4;7.05
2023-12-06;69;Rhône;0.45;7.45;3.95
2023-12-12;69;Rhône;10.35;13.05;11.7
2023-12-23;69;Rhône;6.85;9.7;8.27
2023-12-20;69;Rhône;0.6;7.85;4.22
2023-12-24;69;Rhône;2.5;13.8;8.15
2023-12-10;69;Rhône;5.35;13.7;9.52
2023-12-30;69;Rhône;3.0;14.1;8.55
2023-12-19;69;Rhône;-2.15;2.8;0.32
2023-12-21;69;Rhône;4.1;10.1;7.1
2023-12-31;69;Rhône;6.75;12.5;9.62
2023-12-01;69;Rhône;4.75;7.25;6.0
2023-12-04;69;Rhône;-1.95;8.95;3.5
2023-12-08;69;Rhône;6.2;8.5;7.35
2023-12-09;69;Rhône;3.05;10.9;6.98
2023-12-11;69;Rhône;8.8;15.4;12.1
2023-12-13;69;Rhône;8.45;13.45;10.95
2023-12-16;69;Rhône;3.4;5.6;4.5
2023-12-22;69;Rhône;7.5;12.0;9.75
2023-12-07;69;Rhône;0.2;9.8;5.0
2023-12-25;69;Rhône;-0.5;12.0;5.75
2023-12-28;69;Rhône;5.55;13.0;9.28
2023-12-26;69;Rhône;-1.8;9.9;4.05
2023-12-29;69;Rhône;9.3;13.15;11.22
2023-12-02;69;Rhône;0.1;2.8;1.45
2023-12-03;69;Rhône;-3.9;5.25;0.68
2023-12-14;69;Rhône;6.85;9.15;8.0
2023-12-15;69;Rhône;3.75;9.35;6.55
2023-12-17;69;Rhône;-0.7;7.6;3.45
2023-12-18;69;Rhône;-2.6;6.55;1.98
2023-12-27;69;Rhône;-2.95;13.65;5.35
2024-01-09;69;Rhône;-1.25;0.45;-0.4
2024-01-11;69;Rhône;-0.1;0.6;0.25
2024-01-15;69;Rhône;2.2;4.4;3.3
2024-01-18;69;Rhône;2.75;12.9;7.82
2024-01-20;69;Rhône;-3.15;1.25;-0.95
2024-01-31;69;Rhône;2.45;13.25;7.85
2024-01-14;69;Rhône;-1.45;2.7;0.62
2024-01-02;69;Rhône;5.45;11.15;8.3
2024-01-05;69;Rhône;6.85;8.55;7.7
2024-01-16;69;Rhône;-2.45;10.75;4.15
2024-01-26;69;Rhône;4.4;13.95;9.18
2024-01-27;69;Rhône;3.7;7.1;5.4
2024-01-29;69;Rhône;9.1;15.65;12.38
2024-01-30;69;Rhône;6.05;15.1;10.58
2024-01-07;69;Rhône;3.1;3.95;3.53
2024-01-06;69;Rhône;4.25;6.95;5.6
2024-01-08;69;Rhône;-0.65;0.65;-0.0
2024-01-10;69;Rhône;-0.05;1.75;0.85
2024-01-19;69;Rhône;-1.05;0.9;-0.07
2024-01-01;69;Rhône;2.55;10.85;6.7
2024-01-04;69;Rhône;7.05;13.9;10.48
2024-01-03;69;Rhône;8.25;15.5;11.88
2024-01-25;69;Rhône;5.05;15.35;10.2
2024-01-13;69;Rhône;-3.2;0.3;-1.45
2024-01-21;69;Rhône;-4.1;9.8;2.85
2024-01-12;69;Rhône;-1.25;0.75;-0.25
2024-01-28;69;Rhône;0.95;16.45;8.7
2024-01-17;69;Rhône;1.35;13.2;7.28
2024-01-22;69;Rhône;1.0;9.45;5.22
2024-01-23;69;Rhône;3.2;13.15;8.18
2024-01-24;69;Rhône;4.55;16.85;10.7
2024-02-01;69;Rhône;3.8;9.35;6.57
2024-02-03;69;Rhône;1.7;8.7;5.2
2024-02-04;69;Rhône;4.55;5.9;5.22
2024-02-07;69;Rhône;6.85;14.1;10.48
2024-02-12;69;Rhône;3.3;10.95;7.12
2024-02-16;69;Rhône;11.15;17.65;14.4
2024-02-19;69;Rhône;8.75;12.95;10.85
2024-02-20;69;Rhône;7.95;12.05;10.0
2024-02-21;69;Rhône;3.7;15.85;9.77
2024-02-24;69;Rhône;4.7;10.95;7.82
2024-02-28;69;Rhône;6.45;9.05;7.75
2024-02-23;69;Rhône;2.85;10.6;6.72
2024-02-10;69;Rhône;6.4;9.85;8.12
2024-02-11;69;Rhône;5.1;11.5;8.3
2024-02-17;69;Rhône;9.05;10.7;9.88
2024-02-26;69;Rhône;7.95;14.7;11.32
2024-02-02;69;Rhône;6.7;11.8;9.25
2024-02-05;69;Rhône;3.6;6.25;4.93
2024-02-06;69;Rhône;1.2;8.8;5.0
2024-02-13;69;Rhône;2.7;12.75;7.72
2024-02-29;69;Rhône;1.6;12.55;7.08
2024-02-14;69;Rhône;5.6;16.0;10.8
2024-02-18;69;Rhône;8.95;13.55;11.25
2024-02-25;69;Rhône;4.95;11.1;8.02
2024-02-27;69;Rhône;4.3;10.65;7.48
2024-02-08;69;Rhône;9.1;15.4;12.25
2024-02-09;69;Rhône;10.45;13.6;12.02
2024-02-15;69;Rhône;5.3;17.05;11.18
2024-02-22;69;Rhône;9.35;13.3;11.32
2024-03-01;69;Rhône;5.2;12.9;9.05
2024-03-11;69;Rhône;5.1;10.35;7.72
2024-03-05;69;Rhône;2.75;10.15;6.45
2024-03-12;69;Rhône;5.3;12.95;9.12
2024-03-15;69;Rhône;8.05;19.05;13.55
2024-03-16;69;Rhône;9.45;17.0;13.22
2024-03-29;69;Rhône;12.7;20.3;16.5
2024-03-30;69;Rhône;9.3;17.15;13.22
2024-03-31;69;Rhône;9.4;17.4;13.4
2024-03-09;69;Rhône;5.7;15.3;10.5
2024-03-10;69;Rhône;5.8;14.05;9.93
2024-03-13;69;Rhône;8.0;15.75;11.88
2024-03-03;69;Rhône;1.95;10.1;6.02
2024-03-04;69;Rhône;3.75;8.55;6.15
2024-03-24;69;Rhône;5.7;11.85;8.78
2024-03-26;69;Rhône;9.8;13.7;11.75
2024-03-27;69;Rhône;1.95;11.75;6.85
2024-03-14;69;Rhône;5.05;19.0;12.02
2024-03-19;69;Rhône;5.85;18.75;12.3
2024-03-21;69;Rhône;9.6;21.9;15.75
2024-03-25;69;Rhône;0.25;15.0;7.62
2024-03-18;69;Rhône;11.9;18.4;15.15
2024-03-20;69;Rhône;6.7;22.05;14.38
2024-03-02;69;Rhône;7.35;14.9;11.12
2024-03-08;69;Rhône;5.0;12.95;8.98
2024-03-06;69;Rhône;3.4;10.35;6.88
2024-03-07;69;Rhône;-0.3;14.55;7.12
2024-03-17;69;Rhône;7.8;17.3;12.55
2024-03-22;69;Rhône;9.75;23.45;16.6
2024-03-23;69;Rhône;9.7;13.5;11.6
2024-03-28;69;Rhône;8.35;16.75;12.55
2024-04-26;69;Rhône;9.1;15.45;12.27
2024-04-27;69;Rhône;9.85;20.85;15.35
2024-04-09;69;Rhône;7.0;12.75;9.88
2024-04-14;69;Rhône;10.75;29.3;20.02
2024-04-18;69;Rhône;4.2;10.2;7.2
2024-04-30;69;Rhône;11.15;18.2;14.68
2024-04-29;69;Rhône;9.35;14.4;11.88
2024-04-01;69;Rhône;8.6;15.75;12.18
2024-04-05;69;Rhône;13.6;21.75;17.67
2024-04-03;69;Rhône;9.7;17.35;13.52
2024-04-04;69;Rhône;7.95;21.45;14.7
2024-04-06;69;Rhône;14.85;23.4;19.12
2024-04-07;69;Rhône;16.7;22.45;19.58
2024-04-12;69;Rhône;6.2;21.25;13.72
2024-04-13;69;Rhône;8.95;26.75;17.85
2024-04-17;69;Rhône;5.25;11.6;8.43
2024-04-20;69;Rhône;5.55;11.55;8.55
2024-04-21;69;Rhône;3.1;9.35;6.22
2024-04-22;69;Rhône;2.45;9.8;6.12
2024-04-25;69;Rhône;4.15;15.55;9.85
2024-04-23;69;Rhône;2.5;11.35;6.93
2024-04-28;69;Rhône;10.25;11.2;10.73
2024-04-02;69;Rhône;7.3;16.9;12.1
2024-04-08;69;Rhône;15.75;24.6;20.18
2024-04-10;69;Rhône;5.6;13.8;9.7
2024-04-11;69;Rhône;5.5;17.55;11.52
2024-04-15;69;Rhône;16.15;22.8;19.48
2024-04-16;69;Rhône;7.4;13.0;10.2
2024-04-19;69;Rhône;1.6;14.9;8.25
2024-04-24;69;Rhône;2.5;10.7;6.6
2024-05-05;69;Rhône;12.6;21.75;17.17
2024-05-04;69;Rhône;6.9;18.85;12.88
2024-05-08;69;Rhône;11.55;19.8;15.68
2024-05-10;69;Rhône;10.0;25.2;17.6
2024-05-14;69;Rhône;14.2;17.8;16.0
2024-05-17;69;Rhône;8.65;21.35;15.0
2024-05-20;69;Rhône;11.5;24.3;17.9
2024-05-16;69;Rhône;11.0;16.8;13.9
2024-05-22;69;Rhône;13.8;21.55;17.68
2024-05-21;69;Rhône;11.5;21.3;16.4
2024-05-24;69;Rhône;11.5;20.65;16.08
2024-05-31;69;Rhône;11.1;18.65;14.88
2024-05-28;69;Rhône;10.75;22.0;16.38
2024-05-29;69;Rhône;12.55;21.8;17.18
2024-05-01;69;Rhône;9.85;19.5;14.68
2024-05-03;69;Rhône;8.7;17.05;12.88
2024-05-06;69;Rhône;11.2;14.1;12.65
2024-05-11;69;Rhône;12.5;27.1;19.8
2024-05-13;69;Rhône;14.45;24.9;19.68
2024-05-18;69;Rhône;11.15;19.65;15.4
2024-05-19;69;Rhône;9.35;23.55;16.45
2024-05-15;69;Rhône;12.2;18.25;15.22
2024-05-25;69;Rhône;10.0;23.05;16.52
2024-05-26;69;Rhône;14.0;25.05;19.52
2024-05-02;69;Rhône;9.65;11.15;10.4
2024-05-07;69;Rhône;10.0;16.6;13.3
2024-05-09;69;Rhône;9.6;20.8;15.2
2024-05-12;69;Rhône;13.1;25.25;19.17
2024-05-23;69;Rhône;11.85;19.9;15.88
2024-05-27;69;Rhône;15.3;20.2;17.75
2024-05-30;69;Rhône;14.75;20.85;17.8
2024-06-26;69;Rhône;17.95;30.2;24.08
2024-06-07;69;Rhône;16.55;26.95;21.75
2024-06-08;69;Rhône;16.65;28.95;22.8
2024-06-10;69;Rhône;13.4;23.45;18.42
2024-06-12;69;Rhône;9.15;21.25;15.2
2024-06-09;69;Rhône;17.5;23.95;20.72
2024-06-13;69;Rhône;9.55;23.55;16.55
2024-06-19;69;Rhône;18.6;29.65;24.12
2024-06-01;69;Rhône;12.2;20.1;16.15
2024-06-23;69;Rhône;14.35;22.15;18.25
2024-06-28;69;Rhône;19.75;32.7;26.22
2024-06-30;69;Rhône;18.8;22.55;20.68
2024-06-16;69;Rhône;12.45;25.5;18.98
2024-06-18;69;Rhône;17.55;30.85;24.2
2024-06-22;69;Rhône;14.6;22.35;18.48
2024-06-24;69;Rhône;15.0;26.8;20.9
2024-06-29;69;Rhône;20.7;30.0;25.35
2024-06-02;69;Rhône;12.8;16.55;14.68
2024-06-05;69;Rhône;14.8;27.15;20.98
2024-06-06;69;Rhône;15.85;25.8;20.83
2024-06-11;69;Rhône;12.3;19.45;15.88
2024-06-14;69;Rhône;14.15;23.95;19.05
2024-06-21;69;Rhône;17.65;24.75;21.2
2024-06-25;69;Rhône;17.05;29.7;23.38
2024-06-15;69;Rhône;13.3;22.7;18.0
2024-06-17;69;Rhône;17.65;28.35;23.0
2024-06-20;69;Rhône;18.65;23.9;21.28
2024-06-27;69;Rhône;20.0;31.75;25.88
2024-06-03;69;Rhône;14.3;18.65;16.48
2024-06-04;69;Rhône;12.95;23.9;18.42
2024-07-31;69;Rhône;22.8;36.5;29.65
2024-07-07;69;Rhône;14.9;23.85;19.38
2024-07-03;69;Rhône;13.0;21.5;17.25
2024-07-12;69;Rhône;19.55;28.35;23.95
2024-07-05;69;Rhône;14.85;29.95;22.4
2024-07-09;69;Rhône;18.75;32.1;25.42
2024-07-19;69;Rhône;16.9;30.75;23.82
2024-07-10;69;Rhône;20.25;28.65;24.45
2024-07-13;69;Rhône;12.55;23.8;18.18
2024-07-20;69;Rhône;18.15;34.3;26.22
2024-07-21;69;Rhône;18.6;26.55;22.58
2024-07-28;69;Rhône;20.0;29.95;24.98
2024-07-29;69;Rhône;18.75;33.95;26.35
2024-07-30;69;Rhône;21.45;37.75;29.6
2024-08-05;69;Rhône;17.35;29.95;23.65
2024-08-07;69;Rhône;22.2;32.0;27.1
2024-08-10;69;Rhône;18.15;32.35;25.25
2024-08-12;69;Rhône;22.95;37.15;30.05
2024-08-17;69;Rhône;20.95;29.45;25.2
2024-08-04;69;Rhône;18.05;28.15;23.1
2024-08-06;69;Rhône;17.35;33.4;25.38
2024-08-16;69;Rhône;20.35;29.9;25.12
2024-08-31;69;Rhône;20.25;34.3;27.28
2024-08-18;69;Rhône;16.5;21.25;18.88
2024-08-21;69;Rhône;18.4;23.95;21.17
2024-07-04;69;Rhône;15.85;26.65;21.25
2024-07-14;69;Rhône;12.6;29.7;21.15
2024-07-23;69;Rhône;16.4;28.05;22.22
2024-07-24;69;Rhône;18.05;26.95;22.5
2024-07-26;69;Rhône;16.05;31.2;23.62
2024-07-08;69;Rhône;12.55;30.6;21.58
2024-07-11;69;Rhône;20.05;30.05;25.05
2024-07-15;69;Rhône;19.1;30.6;24.85
2024-07-16;69;Rhône;18.9;27.65;23.28
2024-07-01;69;Rhône;17.1;26.6;21.85
2024-07-02;69;Rhône;15.3;21.9;18.6
2024-07-06;69;Rhône;16.8;25.8;21.3
2024-08-01;69;Rhône;22.9;32.1;27.5
2024-07-17;69;Rhône;15.6;27.5;21.55
2024-08-02;69;Rhône;20.85;31.9;26.38
2024-07-18;69;Rhône;15.9;31.3;23.6
2024-08-09;69;Rhône;16.85;31.7;24.28
2024-07-22;69;Rhône;18.85;26.55;22.7
2024-08-11;69;Rhône;19.7;37.15;28.42
2024-08-14;69;Rhône;18.85;28.45;23.65
2024-08-15;69;Rhône;19.15;29.5;24.33
2024-07-25;69;Rhône;15.75;28.55;22.15
2024-07-27;69;Rhône;18.75;34.45;26.6
2024-08-22;69;Rhône;11.3;27.55;19.42
2024-08-26;69;Rhône;12.6;24.4;18.5
2024-08-03;69;Rhône;19.4;29.5;24.45
2024-09-12;69;Rhône;10.15;15.65;12.9
2024-09-13;69;Rhône;6.95;16.15;11.55
2024-09-01;69;Rhône;19.45;30.0;24.72
2024-09-02;69;Rhône;18.2;29.6;23.9
2024-08-28;69;Rhône;17.3;33.8;25.55
2024-09-15;69;Rhône;6.3;18.55;12.42
2024-09-03;69;Rhône;18.3;32.0;25.15
2024-09-04;69;Rhône;19.35;23.45;21.4
2024-09-07;69;Rhône;15.95;31.55;23.75
2024-09-20;69;Rhône;14.2;24.9;19.55
2024-09-09;69;Rhône;14.35;19.55;16.95
2024-09-24;69;Rhône;13.85;19.8;16.82
2024-09-25;69;Rhône;13.85;20.5;17.18
2024-08-20;69;Rhône;14.95;27.25;21.1
2024-09-29;69;Rhône;4.65;18.4;11.52
2024-09-17;69;Rhône;12.45;18.9;15.68
2024-08-25;69;Rhône;15.75;23.75;19.75
2024-09-19;69;Rhône;9.7;23.45;16.58
2024-08-08;69;Rhône;20.85;29.35;25.1
2024-08-13;69;Rhône;22.05;35.8;28.92
2024-08-19;69;Rhône;15.25;25.55;20.4
2024-08-23;69;Rhône;13.8;32.6;23.2
2024-08-24;69;Rhône;17.95;32.45;25.2
2024-08-27;69;Rhône;12.4;27.35;19.88
2024-08-29;69;Rhône;19.6;34.8;27.2
2024-08-30;69;Rhône;19.45;33.8;26.62
2024-09-06;69;Rhône;12.35;25.3;18.82
2024-09-18;69;Rhône;9.0;21.6;15.3
2024-09-23;69;Rhône;14.5;21.95;18.23
2024-09-28;69;Rhône;11.55;15.6;13.58
2024-09-08;69;Rhône;15.15;20.25;17.7
2024-09-14;69;Rhône;7.65;17.55;12.6
2024-09-21;69;Rhône;13.85;25.55;19.7
2024-09-22;69;Rhône;15.7;19.6;17.65
2024-09-26;69;Rhône;16.1;17.7;16.9
2024-09-05;69;Rhône;15.85;19.3;17.58
2024-09-10;69;Rhône;13.25;20.3;16.77
2024-09-11;69;Rhône;10.35;19.25;14.8
2024-09-16;69;Rhône;9.25;19.85;14.55
2024-09-27;69;Rhône;14.65;20.45;17.55
2024-09-30;69;Rhône;14.85;21.85;18.35
2024-10-02;69;Rhône;10.55;17.05;13.8
2024-10-06;69;Rhône;7.15;18.65;12.9
2024-10-07;69;Rhône;15.0;22.4;18.7
2024-10-10;69;Rhône;12.0;18.25;15.12
2024-10-09;69;Rhône;12.45;23.5;17.98
2024-10-11;69;Rhône;8.45;18.3;13.38
2024-10-14;69;Rhône;12.3;23.45;17.88
2024-10-25;69;Rhône;14.35;23.4;18.88
2024-10-22;69;Rhône;15.6;19.25;17.42
2024-10-27;69;Rhône;11.6;20.55;16.08
2024-10-28;69;Rhône;11.7;22.15;16.92
2024-10-16;69;Rhône;17.45;24.35;20.9
2024-10-17;69;Rhône;15.7;20.4;18.05
2024-10-19;69;Rhône;13.65;20.0;16.82
2024-10-05;69;Rhône;8.45;15.35;11.9
2024-10-08;69;Rhône;13.95;18.85;16.4
2024-10-13;69;Rhône;14.95;23.1;19.02
2024-10-15;69;Rhône;14.65;25.4;20.02
2024-10-20;69;Rhône;8.85;21.1;14.98
2024-10-29;69;Rhône;9.25;20.85;15.05
2024-10-04;69;Rhône;9.35;15.6;12.48
2024-10-12;69;Rhône;6.8;17.8;12.3
2024-10-18;69;Rhône;13.1;19.7;16.4
2024-10-21;69;Rhône;9.65;24.0;16.82
2024-10-24;69;Rhône;9.15;20.3;14.72
2024-10-26;69;Rhône;11.85;18.25;15.05
2024-10-31;69;Rhône;11.55;13.75;12.65
2024-10-01;69;Rhône;15.15;20.25;17.7
2024-10-03;69;Rhône;11.25;16.65;13.95
2024-10-30;69;Rhône;11.15;14.65;12.9
2024-10-23;69;Rhône;12.05;18.15;15.1
2024-11-24;69;Rhône;9.25;16.65;12.95
2024-11-29;69;Rhône;3.45;4.8;4.12
2024-11-30;69;Rhône;-0.8;6.8;3.0
2024-11-10;69;Rhône;8.3;11.6;9.95
2024-11-11;69;Rhône;7.15;8.8;7.98
2024-11-13;69;Rhône;3.2;6.5;4.85
2024-11-16;69;Rhône;-0.3;8.9;4.3
2024-11-12;69;Rhône;5.9;9.05;7.48
2024-11-15;69;Rhône;1.1;9.85;5.48
2024-11-02;69;Rhône;8.7;10.1;9.4
2024-11-25;69;Rhône;14.15;18.6;16.38
2024-11-17;69;Rhône;1.25;9.2;5.22
2024-11-09;69;Rhône;8.2;17.35;12.78
2024-11-22;69;Rhône;-0.05;4.35;2.15
2024-11-05;69;Rhône;7.1;19.9;13.5
2024-11-06;69;Rhône;8.95;14.5;11.72
2024-11-28;69;Rhône;5.45;11.2;8.32
2024-11-07;69;Rhône;11.0;16.05;13.52
2024-11-03;69;Rhône;9.0;14.9;11.95
2024-11-19;69;Rhône;4.75;13.1;8.93
2024-11-14;69;Rhône;3.45;7.45;5.45
2024-11-08;69;Rhône;7.8;15.7;11.75
2024-11-18;69;Rhône;4.2;10.05;7.12
2024-11-20;69;Rhône;4.9;7.9;6.4
2024-11-21;69;Rhône;0.4;11.8;6.1
2024-11-23;69;Rhône;-2.65;13.35;5.35
2024-11-26;69;Rhône;5.7;15.15;10.42
2024-11-01;69;Rhône;9.85;19.15;14.5
2024-11-04;69;Rhône;6.45;15.45;10.95
2024-11-27;69;Rhône;3.5;14.75;9.12
